,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Antidumping Laws as Barriers to Trade the United States and the International Antidumping Code [article],"Barcelo, John J. III (Cited 197 times)","Cornell Law Review, Vol. 57, Issue 4 , pp. 491-560",80,1,7," States, Comparative Law, International Trade"
0,Subsidies and Countervailing Duties - Analysis and a Proposal [article],"Barcelo, John J. III (Cited 197 times)","Law and Policy in International Business, Vol. 9, Issue 3 (1977), pp. 779-854",53,na,8," Subsidies, States, International Trade, Trade Regulation"
0,Product Standards to Protect the Local Environment--the GATT and the Uruguay Round Sanitary and Phytosanitary Agreement [article],"Barcelo, John J. III (Cited 197 times)","Cornell International Law Journal, Vol. 27, Issue 3 (1994), pp. 755-776",26,na,14," Agriculture Law, International Law, International Trade, Food and Drug Law"
0,Who Decides the Arbitrator's Jurisdiction - Separability and Competence - Competence in Transnational Perspective [article],"Barcelo, John J. III (Cited 197 times)","Vanderbilt Journal of Transnational Law, Vol. 36, Issue 4 (October 2003), pp. 1115-1136",24,na,185," Arbitration, Jurisdiction, Courts, States"
0,The Antidumping Law: Repeal It or Revise It [article],"Barcelo, John J. III (Cited 197 times)","Michigan Yearbook of International Legal Studies, Vol. 1, pp. 53-96",4,na,na," War, International Trade, Retardation, Trade Regulation, Procedure"
0,The Paradox of Excluding WTO Direct and Indirect Effect in U.S. Law [comments],"Barcelo, John J. III (Cited 197 times)","Tulane European & Civil Law Forum, Vol. 21, pp. 147-172",4,na,5," International Trade, Treaties, World Trade Organization, International Relations, States"
0,Countervailing against Environmental Subsidies [article],"Barcelo, John J. III (Cited 197 times)","Canadian Business Law Journal, Vol. 23, Issue 1 (February, 1994), pp. 3-22",4,na,3," Subsidies, Fishing, Environmental Law"
0,A Tribute to Paul Szasz [comments],"Barcelo, John J. III (Cited 197 times); Wippman, David (Cited 295 times)","Cornell International Law Journal, Vol. 35, Issue 3 (Winter 2002), pp. 457-470",1,na,na," Biography, Military Law, Courts, International Law"
0,"Burden of Proof, Prima Facie Case and Presumption in WTO Dispute Settlement [article]","Barcelo, John J. III (Cited 197 times)","Cornell International Law Journal, Vol. 42, Issue 1 (Winter 2009), pp. 23-44",1,na,15," Burden of Proof, Proof, International Trade, Trademarks, Civil Procedure, Dispute Resolution, World Trade Organization"
0,The United States - Iranian Hostage Settlement in Perspective [article],"Barcelo, John J. III (Cited 197 times)","Cornell Law Forum, Vol. 9, Issue 1 (June 1982), pp. 2-6",na,na,na," Letters of Credit, Negotiable Instruments, International Claims, Comparative Law, International Law"
0,Symbolic Speech on Campus [article],"Barcelo, John J. III (Cited 197 times)","Cornell Law Forum, Vol. 14, Issue 1 (June 1987), pp. 12-16",na,na,4," Education, Constitutional Law, Criminal Law and Procedure, Freedom of Information"
0,Cornell: An International Law School [article],"Barcelo, John J. III (Cited 197 times)","Cornell Law Forum, Vol. 23, Issue 3 (March 1997), pp. 3-10",na,na,1," International Law, Education"
0,International Law at the Cornell Law School [article],"Barcelo, John J. III (Cited 197 times); Teitelbaum, Lee E. (Cited 612 times)","Cornell Law Forum, Vol. 28, Issue 2 (Fall 2001), pp. 1-5",na,na,1," International Law, Education"
0,Developing Countries and the WTO [article],"Barcelo, John J. III (Cited 197 times)","Cornell Law Forum, Vol. 32, Issue 1 (Summer 2005), pp. 8-11",na,na,22," Developing Countries, Economics"
