,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Social-Obligation Norm in American Property Law [article],"Alexander, Gregory S. (Cited 1330 times)","Cornell Law Review, Vol. 94, Issue 4 (May 2009), pp. 745-820",200,3,124," Property, Property Law, Jurisprudence, Obligations, Ownership, Sociological Jurisprudence"
0,Dilemmas of Group Autonomy: Residential Associations and Community [article],"Alexander, Gregory S. (Cited 1330 times)","Cornell Law Review, Vol. 75, Issue 1 , pp. 1-61",140,na,25," Politics, Property, Religious Freedom, Democracy, Trade Unions, Unions"
0,The Dead Hand and the Law of Trusts in the Nineteenth Century [article],"Alexander, Gregory S. (Cited 1330 times)","Stanford Law Review, Vol. 37, Issue 5 (May 1985), pp. 1189-1266",115,3,13," Trusts, Rule Against Perpetuities, Credit, Estates, Spendthrift Trusts"
0,Time and Property in the American Republican Legal Culture [article],"Alexander, Gregory S. (Cited 1330 times)","New York University Law Review, Vol. 66, Issue 2 (May 1991), pp. 273-352",85,1,22," Legal History, Property, Marketing, History"
0,"Takings, Narratives, and Power [article]","Alexander, Gregory S. (Cited 1330 times)","Columbia Law Review, Vol. 88, pp. 1752-1773",79,1,9," Takings, Compensation, Due Process, Just Compensation, Constitutional Law, Land Use Planning"
0,Freedom Coercion and the Law of Servitudes [article],"Alexander, Gregory S. (Cited 1330 times)","Cornell Law Review, Vol. 73, Issue 5 , pp. 883-905",68,na,8," Property, Consent"
0,Cognitive Theory of Fiduciary Relationships [article],"Alexander, Gregory S. (Cited 1330 times)","Cornell Law Review , Vol. 85, Issue 3 (1999-2000), pp. 767-785",62,na,43," Law and Society, Contracts, Equity, Software"
0,Properties of Community [article],"Alexander, Gregory S. (Cited 1330 times); Penalver, Eduardo M. (Cited 417 times)","Theoretical Inquiries in Law, Vol. 10, Issue 1 (January 2009), pp. 127-160",52,na,34," Property, Ownership, Obligations, Sociological Jurisprudence"
0,The Concept of Property in Private and Constitutional Law: The Ideology of the Scientific Turn in Legal Analysis [article],"Alexander, Gregory S. (Cited 1330 times)","Columbia Law Review, Vol. 82, Issue 8 (December 1982), pp. 1545-1599",46,1,9," Constitutional Law, Property, Philosophy, Legal History"
0,Takings and the Post-Modern Dialectic of Property [article],"Alexander, Gregory S. (Cited 1330 times)","Constitutional Commentary, Vol. 9, Issue 2 (Summer 1992), pp. 259-278",37,na,4," Property, Takings, Death, Judges, Constitutional Law, Jurisprudence, Natural Resources Law"
