,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,On Property: An Essay [article],"Underkuffler, Laura S. (Cited 469 times)","Yale Law Journal, Vol. 100, Issue 1 (October 1990), pp. 127-148",131,na,38," Property, Jurisdiction, Criminal Law and Procedure"
0,A Statement of Progressive Property [article],"Alexander, Greogry S. (Cited 100 times); Penalver, Eduardo M. (Cited 417 times); Singer, Joseph William (Cited 3388 times); Underkuffler, Laura S. (Cited 469 times)","Cornell Law Review, Vol. 94, Issue 4 (May 2009), pp. 743-744",100,na,89," Law and Society, Property, Democracy, Politics"
0,Vouchers and beyond: The Individual as Causative Agent in Establishment Clause Jurisprudence [article],"Underkuffler, Laura S. (Cited 469 times)","Indiana Law Journal, Vol. 75, Issue 1 (Winter 2000), pp. 167-192",37,na,1," Education, Jurisprudence, Vouchers, Religious Freedom"
0,Discrimination on the Basis of Religion: An Examination of Attempted Value Neutrality in Employment [article],"Underkuffler, Laura S. (Cited 469 times)","William and Mary Law Review, Vol. 30, Issue 3 (Spring 1989), pp. 581-626",28,na,14," Civil Rights, Discrimination, Employment, Fair Employment, Labor Law, Neutrality, Religion, Government, Health, Sports"
0,Tahoe's Requiem: The Death of the Scalian View of Property and Justice [article],"Underkuffler, Laura S. (Cited 469 times)","Constitutional Commentary, Vol. 21, Issue 3 (Winter 2004), pp. 727-756",27,na,7," Death, Judges, Property, Jurisprudence"
0,Property and Change: The Constitutional Conundrum [article],"Underkuffler, Laura S. (Cited 469 times)","Texas Law Review, Vol. 91, Issue 7 (June 2013), pp. 2015-2042",16,na,12," Property, Death, Judges"
0,Odiuos Discrimination and the Religious Exemption Question [article],"Underkuffler, Laura S. (Cited 469 times)","Cardozo Law Review, Vol. 32, Issue 5 (May 2011), pp. 2069-2092",16,na,20," Discrimination, Sexuality and the Law, Maintenance, Legislation, Sexual Orientation"
0,Thoughts on Smith and Religious-Group Autonomy [comments],"Underkuffler, Laura S. (Cited 469 times)","Brigham Young University Law Review, Vol. 2004, pp. 1773-1788",14,na,3," Religion, Religious Freedom"
0,The Price of Vouchers for Religious Freedom [article],"Underkuffler, Laura S. (Cited 469 times)","University of Detroit Mercy Law Review, Vol. 78, Issue 3 (Spring 2001), pp. 463-478",13,na,3," Religious Freedom, Vouchers, Education, Jurisprudence, Schools, States"
0,Judicial Takings: A Medley of Misconceptions [article],"Underkuffler, Laura S. (Cited 469 times)","Syracuse Law Review, Vol. 61, Issue 2 (2011), pp. 203-212",11,5,5," Land Use Planning, Takings, Due Process, Jurisprudence, Environment, Judiciary, Takings Clause"
0,The Politics of Property and Need [comments],"Underkuffler, Laura S. (Cited 469 times)","Cornell Journal of Law and Public Policy, Vol. 20, Issue 2 (Winter 2010), pp. 363-376",10,na,4," Politics, Property, Civil Law"
0,The Perfidy of Property [reviews],"Underkuffler, Laura S. (Cited 469 times)","Texas Law Review, Vol. 70, Issue 1 (November 1991), pp. 293-346",10,na,11," Property, Jurisprudence, Constitutional Law, Takings"
