,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Black Innocence and the White Jury [article],"Johnson, Sheri Lynn (Cited 1948 times)","Michigan Law Review, Vol. 83, Issue 7 (June 1985), pp. 1611-1708",291,10,38," Jury, Peremptory Challenges"
0,Race and the Decision to Detain a Suspect [article],"Johnson, Sheri Lynn (Cited 1948 times)","Yale Law Journal , Vol. 93, Issue 2 (December 1983), pp. 214-258",243,22,12," Race, Criminal Law and Procedure, Stop and Frisk"
0,Does Unconscious Racial Bias Affect Trial Judges [article],"Rachlinski, Jeffrey J. (Cited 3574 times); Johnson, Sheri Lynn (Cited 1948 times); Wistrich, Andrew J. (Cited 1634 times); Guthrie, Chris (Cited 2657 times)","Notre Dame Law Review, Vol. 84, Issue 3 (March 2009), pp. 1195-1246",224,3,813," Judges, Plea Bargaining, Civil Rights, Psychiatry and Psychology, Race and Ethnicity"
0,Unconscious Racism and the Criminal Law [article],"Johnson, Sheri Lynn (Cited 1948 times)","Cornell Law Review, Vol. 73, Issue 5 , pp. 1016-1037",163,1,156," Civil Rights, Criminal Law and Procedure"
0,Effects of Intent: Do We Know How Legal Standards Work [article],"Eisenberg, Theodore (Cited 6193 times); Johnson, Sheri Lynn (Cited 1948 times)","Cornell Law Review, Vol. 76, Issue 6 , pp. 1151-1197",136,na,25," Civil Rights, Law and Society, Voting, Desegregation"
0,Cross-Racial Indentification Errors in Criminal Cases [article],"Johnson, Sheri Lynn (Cited 1948 times)","Cornell Law Review, Vol. 69, Issue 5 , pp. 934-987",122,38,47," Criminal Law and Procedure, Evidence, Law and Society"
0,Racial Imagery in Criminal Cases [comments],"Johnson, Sheri Lynn (Cited 1948 times)","Tulane Law Review , Vol. 67, Issue 6 , pp. 1739-1806",89,2,9," Indian Law, Intentional Infliction of Emotional Distress, Sports, Criminal Law, Defendants, Jurisprudence, Law and Society"
0,Implicit Racial Attitudes of Death Penalty Lawyers [article],"Eisenberg, Theodore (Cited 6193 times); Johnson, Sheri Lynn (Cited 1948 times)","DePaul Law Review, Vol. 53, Issue 4 (Summer 2004), pp. 1539-1556",66,na,72," Death, Boundaries, Sentencing, Law and Society, Race"
0,The Langauge and Culture (Not to Say Race) of Peremptory Challenges [article],"Johnson, Sheri Lynn (Cited 1948 times)","William and Mary Law Review, Vol. 35, Issue 1 (Fall 1993), pp. 21-146",66,na,10," Peremptory Challenges, Race, Biography, Criminal Law and Procedure, Discrimination"
0,Post-McCleskey Racial Discrimination Claims in Capital Cases [article],"Blume, John H. (Cited 907 times); Eisenberg, Theodore (Cited 6193 times); Johnson, Sheri Lynn (Cited 1948 times)","Cornell Law Review, Vol. 83, Issue 6 , pp. 1771-1810",54,4,24," Constitutional Law, Law and Society, Criminal Law and Procedure"
0,Future Dangerousness in Capital Cases: Always at Issue [article],"Blume, John H. (Cited 907 times); Garvey, Stephen P. (Cited 1033 times); Johnson, Sheri Lynn (Cited 1948 times)","Cornell Law Review, Vol. 86, Issue 2 (January 2001), pp. 397-410",47,2,21, Criminal Law and Procedure
0,Probing Life Qualification through Expanded Voir Dire [comments],"Blume, John H. (Cited 907 times); Johnson, Sheri Lynn (Cited 1948 times); Threlkeld, A. Brian (Cited 42 times)","Hofstra Law Review, Vol. 29, Issue 4 (Summer 2001), pp. 1209-1264",42,2,14," Capital Punishment, Voir Dire, Practice and Procedure"
0,In Defense of Noncapital Habeas: A Response to Hoffmann and King [article],"Blume, John H. (Cited 907 times); Johnson, Sheri Lynn (Cited 1948 times); Weyble, Keir M. (Cited 39 times)","Cornell Law Review, Vol. 96, Issue 3 (March 2011), pp. 435-480",39,3,31," Criminal Law and Procedure, Sentencing"
