,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Predatory Pricing: Competing Economic Theories and the Evolution of Legal Standards [article],"Brodley, Joseph F. (Cited 1045 times); Hay, George A. (Cited 428 times)","Cornell Law Review, Vol. 66, Issue 4 , pp. 738-803",106,3,16," Economics, Courts, Communications Law, Regulation, Telecommunications, Trade Regulation"
0,An Empirical Survey of Price Fixing Conspiracies [article],"Hay, George A. (Cited 428 times); Kelley, Daniel (Cited 87 times)","Journal of Law & Economics, Vol. 17, Issue 1 (April 1974), pp. 13-38",87,na,34," Price Fixing, Industry"
0,Oligopoly Shared Monopoly and Antitrust Law [article],"Hay, George A. (Cited 428 times)","Cornell Law Review, Vol. 67, Issue 3 , pp. 439-481",75,na,24," Antitrust, Restraint of Trade"
0,Market Power in Antitrust [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 60, Issue 3 (1992), pp. 807-828",37,1,30," Trade Regulation, Economics"
0,Vertical Restraints After Monsanto [article],"Hay, George A. (Cited 428 times)","Cornell Law Review, Vol. 70, Issue 3 , pp. 418-445",31,1,15," Trade Regulation, Antitrust, Economics"
0,Innovations in Antitrust Enforcement [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 64, Issue 1 (Fall 1995), pp. 7-18",23,na,14," Corporations, Trade Regulation, Intellectual Property Law"
0,Is the Glass Half-Empty or Half-Full: Reflections on the Kodak Case [comments],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 62, Issue 1 (1993), pp. 177-192",22,4,8," Practice and Procedure, Trade Regulation"
0,The Economics of Predatory Pricing [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 51, Issue 4 (1982), pp. 361-374",13,na,17," Trade Regulation, Law and Society"
0,Predatory Pricing [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 58, Issue 4 (1990), pp. 913-920",7,2,21," Communications Law, Trade Regulation"
0,Horizontal Agreements: Concept and Proof [article],"Hay, George A. (Cited 428 times)","Antitrust Bulletin, Vol. 51, Issue 4 (Winter 2006), pp. 877-914",6,2,24," Trade Regulation, Legal Profession"
0,The Free Rider Rationale and Vertical Restraints Analysis Reconsidered [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 56, Issue 1 (1987), pp. 27-36",6,na,2," Economics, Trade Regulation"
0,Observations: Sylvania in Retrospect [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 60, Issue 1 (Spring 1991), pp. 61-66",5,na,1," Economics, Trade Regulation"
0,Trinko: Going All the Way [article],"Hay, George A. (Cited 428 times)","Antitrust Bulletin, Vol. 50, Issue 4 (Winter 2005), pp. 527-548",2,na,6," Communications Law, Trade Regulation"
0,The Duty to Deal under Section 46: Panacea or Pandora's Box [article],"Hay, George A. (Cited 428 times); McMahon, Kathryn (Cited 10 times)","University of New South Wales Law Journal, Vol. 17, Issue 1 (1994), pp. 54-72",2,na,4," Antitrust, Mergers"
0,The FTC and Pricing: Of Predation and Signalling [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 52, Issue 3 (1983), pp. 409-418",2,na,2, Trade Regulation
0,Single Firm Conduct [article],"Hay, George A. (Cited 428 times)","Antitrust Law Journal, Vol. 57, Issue 1 (1988), pp. 75-82",2,1,na," Trade Regulation, Communications Law"
