,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Inside the Judicial Mind [article],"Guthrie, Chris (Cited 2657 times); Rachlinski, Jeffrey J. (Cited 3574 times); Wistrich, Andrew J. (Cited 1634 times)","Cornell Law Review, Vol. 86, Issue 4 (May 2001), pp. 777-830",529,7,213," Judges, Psychiatry and Psychology, Evidence, Testimony, Economics, Law and Economics"
0,Blinking on the Bench: How Judges Decide Cases [article],"Guthrie, Chris (Cited 2657 times); Rachlinski, Jeffrey J. (Cited 3574 times); Wistrich, Andrew J. (Cited 1634 times)","Cornell Law Review, Vol. 93, Issue 1 (November 2007), pp. 1-44",306,4,234," Judges, Jurisprudence, Law and Society, Politics"
0,A Positive Psychological Theory of Judging in Hindsight [article],"Rachlinski, Jeffrey J. (Cited 3574 times)","University of Chicago Law Review, Vol. 65, Issue 2 (Spring 1998), pp. 571-626",277,4,19," Torts, Judges, Law Enforcement and Corrections, Criminal Law and Procedure, Securities"
0,Standard-Form Contracting in the Electronic Age [article],"Hillman, Robert A. (Cited 1454 times); Rachlinski, Jeffrey J. (Cited 3574 times)","New York University Law Review, Vol. 77, Issue 2 (May 2002), pp. 429-495",260,4,126," Age, Commercial Law, Computer Law, Contracts, Communications Law, Consumer Protection, Internet"
0,Does Unconscious Racial Bias Affect Trial Judges [article],"Rachlinski, Jeffrey J. (Cited 3574 times); Johnson, Sheri Lynn (Cited 1948 times); Wistrich, Andrew J. (Cited 1634 times); Guthrie, Chris (Cited 2657 times)","Notre Dame Law Review, Vol. 84, Issue 3 (March 2009), pp. 1195-1246",224,3,813," Judges, Plea Bargaining, Civil Rights, Psychiatry and Psychology, Race and Ethnicity"
0,Can Judges Ignore Inadmissible Information - The Difficulty of Deliberately Disregarding [article],"Wistrich, Andrew J. (Cited 1634 times); Guthrie, Chris (Cited 2657 times); Rachlinski, Jeffrey J. (Cited 3574 times)","University of Pennsylvania Law Review, Vol. 153, Issue 4 (March 2005), pp. 1251-1346",198,na,61," Judges, Evidence, Testimony"
0,"Gains, Losses, and the Psychology of Litigation [article]","Rachlinski, Jeffrey J. (Cited 3574 times)","Southern California Law Review, Vol. 70, Issue 1 (November 1996), pp. 113-186",184,na,64," Practice and Procedure, Psychiatry and Psychology, Legal Profession, Economics, Liability"
0,Cognitive Psychology and Optimal Government Design [article],"Rachlinski, Jeffrey J. (Cited 3574 times); Farina, Cynthia R. (Cited 1228 times)","Cornell Law Review, Vol. 87, Issue 2 (January 2002), pp. 549-615",166,na,45," Government, Economics, Education, Law and Economics"
0,The Uncertain Psychological Case for Paternalism [article],"Rachlinski, Jeffrey J. (Cited 3574 times)","Northwestern University Law Review, Vol. 97, Issue 3 (2002-2003), pp. 1165-1226",165,na,42," Jury, Practice and Procedure, Remedies, Contracts, Punitive Damages, Law and Society, Torts"
0,"New Law and Psychology: A Reply to Critics, Skeptics, and Cautious Supporters [article]","Rachlinski, Jeffrey J. (Cited 3574 times)","Cornell Law Review , Vol. 85, Issue 3 (1999-2000), pp. 739-766",123,na,39," Law and Society, Psychiatry and Psychology, Judges, Politics, Economics"
