Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
An Unofficial Legislative History of the Biologics Price Competition and Innovation Act 2009 [article],"Carver, Krista Hessler (Cited 57 times); Elikan, Jeffrey (Cited 39 times); Lietzan, Erika (Cited 194 times)",3553,"Food & Drug Law Journal, Vol. 65, Issue 4 (2010), pp. 671-818",65 Food & Drug L.J. 671 (2010),39,3,53,na
Tax Exemptions and the Establishment Clause [article],na,3553,"Syracuse Law Review, Vol. 49, Issue 3 (1999), pp. 971-1038",na,28,1,12,na
"A Brief History of 180-Day Exclusivity under the Hatch-Wasman Amendments to the Federal Food, Drug, and Cosmetic Act [article]","Lietzan, Erika King (Cited 194 times)",3553,"Food and Drug Law Journal, Vol. 59, Issue 2 (2004), pp. 287-324",59 Food & Drug L.J. 287 (2004),20,na,5,na
Law and the Wisconsin Idea [article],na,3553,"Journal of Legal Education, Vol. 47, Issue 3 (September 1997), pp. 297-340",na,16,2,26,na
Anonymous Campaign Literature and the First Amendment [comments],na,3553,"North Carolina Central Law Journal, Vol. 21, Issue 1 (1995), pp. 144-168",na,16,1,3,na
Issues in the Interpretation of 180-Day Exclusivity [article],"Lietzan, Erika (Cited 194 times); Korn, David E. (Cited 73 times)",3553,"Food and Drug Law Journal, Vol. 62, Issue 1 (2007), pp. 49-76",62 Food & Drug L.J. 49 (2007),13,na,na,na
A New History and Discussion of 180-Day Exclusivity [article],"Korn, David E. (Cited 73 times); Lietzan, Erika (Cited 194 times); Scott, Shaw W. (Cited 23 times)",3553,"Food and Drug Law Journal , Vol. 64, Issue 2 (2009), pp. 335-390",64 Food & Drug L.J. 335 (2009),13,na,4,na
The Myths of Data Exclusivity [article],"Lietzan, Erika (Cited 194 times)",3553,"Lewis & Clark Law Review, Vol. 20, Issue 1 (2016), pp. 91-164",20 Lewis & Clark L. Rev. 91 (2016-2017),13,na,61,na
"The Authority of a Court to Order Disgorgement for Violations of the Current Good Manufacturing Practices Requirement of the Federal Food, Drug, and Cosmetic Act [article]",na,3553,"Food and Drug Law Journal, Vol. 58, Issue 2 (2003), pp. 149-168",na,6,2,3,na
A New Framework for Assessing Clinical Data Transparency Initiatives [article],"Lietzan, Erika (Cited 194 times)",3553,"Marquette Intellectual Property Law Review, Vol. 18, Issue 1 (Winter 2014), pp. 33-86",na,5,na,8,na
"2004 Update - 180-Day Exclusivity under the Hatch-Waxman Amendments to the Federal Food, Drug, and Cosmetic Act [article]","Lietzan, Erika King (Cited 194 times)",3553,"Food and Drug Law Journal, Vol. 59, Issue 4 (2004), pp. 459-464",59 Food & Drug L.J. 459 (2004),4,na,3,na
Thoughts on Preemption in the Wake of the Levine Decision [article],"Lietzan, Erika Fisher (Cited 194 times); Pitlyk, Sarah E. (Cited 4 times)",3553,"Journal of Health Care Law & Policy, Vol. 13, Issue 2 (2010), pp. 225-256",na,4,na,na,na
Pharmacy Compounding after the Drug Quality and Security Act [article],"Lietzan, Erika (Cited 194 times); Ji, Mingham (Cited 3 times)",3553,"Health Lawyer, Vol. 26, Issue 4 (April 2014), pp. 1-8",26 Health Law. 1 (2013-2014),3,na,9,na
The Law of 180-Day Exclusivity [article],"Lietzan, Erika (Cited 194 times); Post, Julia (Cited 3 times)",3553,"Food and Drug Law Journal, Vol. 71, Issue 3 (2016), pp. 327-400",71 Food & Drug L.J. 327 (2016),3,na,10,na
Outpatient Civil Commitment in North Carolina: Constitutional and Policy Concerns [article],na,3553,"Law and Contemporary Problems, Vol. 58, Issue 2 (Spring 1995), pp. 251-282",na,3,na,2,na
The Drug Innovation Paradox [article],"Lietzan, Erika (Cited 194 times)",3553,"Missouri Law Review, Vol. 83, Issue 1 (Winter 2018), pp. 39-112",83 Mo. L. Rev. 39 (2018),3,na,114,na
An Overview of Canadian Privacy Law for Pharmaceutical and Device Manufacturers Operating in Canada [article],na,3553,"Food and Drug Law Journal, Vol. 57, Issue 2 (2002), pp. 205-226",na,2,na,4,na
The Uncharted Waters of Competition and Innovation in Biological Medicines [article],"Lietzan, Erika (Cited 194 times)",3553,"Florida State University Law Review, Vol. 44, Issue 3 (Spring 2017), pp. 883-942",44 Fla. St. U. L. Rev. 883 (2016-2017),1,na,19,na
The History and Political Economy of the Hatch-Waxman Amendments [article],"Lietzan, Erika (Cited 194 times)",3553,"Seton Hall Law Review, Vol. 49, Issue 1 (2018), pp. 53-128",49 Seton Hall L. Rev. 53 (2018-2019),1,na,na,na
