Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Social Capital in the Arbitration Market [article],"Puig, Sergio (Cited 125 times)",3199,"European Journal of International Law, Vol. 25, Issue 2 (2014), pp. 387-424",na,29,na,na,na
Recasting ICSID's Legitimacy Debate: Towards a Goal-Based Empirical Agenda [article],"Puig, Sergio (Cited 125 times)",3199,"Fordham International Law Journal, Vol. 36, Issue 2 (February 2013), pp. 465-504",36 Fordham Int'l L.J. 465 (2013),15,na,14,na
"Emergence & Dynamism in International Organizations: ICSID, Investor-State Arbitration & International Investment Law [article]","Puig, Sergio (Cited 125 times)",3199,"Georgetown Journal of International Law, Vol. 44, Issue 2 (2013), pp. 531-608",44 Geo. J. Int'l L. 531 (2012-2013),14,na,100,na
The Merging of International Trade and Investment Law [article],"Puig, Sergio (Cited 125 times)",3199,"Berkeley Journal of International Law, Vol. 33, Issue 1 (2015), pp. 1-59",33 Berkeley J. Int'l L. 1 (2015),10,na,56,na
The Extensive (but Fragile) Authority of the WTO Appellate Body [article],"Shaffer, Gregory (Cited 529 times); Elsig, Manfred (Cited 20 times); Puig, Sergio (Cited 125 times)",3199,"Law and Contemporary Problems, Vol. 79, Issue 1 (2016), pp. 237-274",na,10,na,134,na
Tobacco Litigation in International Courts [article],"Puig, Sergio (Cited 125 times)",3199,"Harvard International Law Journal, Vol. 57, Issue 2 (Spring 2016), pp. 383-432",57 Harv. Int'l L.J. 383 (Spring 2016),8,na,62,na
Blinding International Justice [article],"Puig, Sergio (Cited 125 times)",3199,"Virginia Journal of International Law, Vol. 56, Issue 3 (Winter 2016), pp. 647-700",56 Va. J. Int'l L. 647 (2016),8,na,27,na
No Right without a Remedy: Foundations of Investor-State Arbitration [article],"Puig, Sergio (Cited 125 times)",3199,"University of Pennsylvania Journal of International Law, Vol. 35, Issue 3 (Spring 2014), pp. 829-862",na,5,na,27,na
International Regime Complexity and Economic Law Enforcement [article],"Puig, Sergio (Cited 125 times)",3199,"Journal of International Economic Law, Vol. 17, Issue 3 (September 2014), pp. 491-516",na,3,na,na,na
A Breakthrough with the TPP: The Tobacco Carve-out [comments],"Puig, Sergio (Cited 125 times); Shaffer, Gregory (Cited 529 times)",3199,"Yale Journal of Health Policy, Law and Ethics, Vol. 16, Issue 2 (Summer 2016), pp. 327-333",na,3,na,18,na
Mitigating State Sovereignty: The Duty to Consult with Indigenous Peoples [article],"Anaya, S. James (Cited 516 times); Puig, Sergio (Cited 125 times)",3199,"University of Toronto Law Journal, Vol. 67, Issue 4 (Fall 2017), pp. 435-464",na,2,na,na,na
Internationalization of Tobacco Tactics [article],"Puig, Sergio (Cited 125 times)",3199,"Duke Journal of Comparative and International Law, Vol. 28, Issue 3 (Spring 2018), pp. 495-520",28 Duke J. Comp. & Int'l L. 495 (2017-2018),2,na,49,na
