Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
The Return of the Ring: Welfare Reform's Marriage Cure as the Revival of Post-Bellum Control [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"California Law Review, Vol. 93, Issue 6 (December 2005), pp. 1647-1696",93 Calif. L. Rev. 1647 (December 2005),101,na,33,na
"By Any Other Name: On Being Regarded as Black, and Why Title VII Should Apply Even If Lakisha and Jamal Are White [article]","Onwuachi-Willig, Angela (Cited 733 times); Barnes, Mario L. (Cited 497 times)",3768,"Wisconsin Law Review, Vol. 2005, Issue 5 (2005), pp. 1283-1344",2005 Wis. L. Rev. 1283 (2005),91,na,56,na
Just Another Brother on the SCT: What Justice Clarence Thomas Teaches Us about the Influence of Racial Identity [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"Iowa Law Review, Vol. 90, Issue 3 (March 2005), pp. 931-1010",90 Iowa L. Rev. 931 (2004-2005),55,na,21,na
Undercover Other [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"California Law Review, Vol. 94, Issue 3 (May 2006), pp. 873-906",na,54,na,12,na
Another Hair Piece: Exploring New Strands of Analysis under Title VII [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"Georgetown Law Journal, Vol. 98, Issue 4 (April 2010), pp. 1079-1132",na,46,5,50,na
Using the Master's Tool to Dismantle His House: Why Justice Clarence Thomas Makes the Case for Affirmative Action [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"Arizona Law Review, Vol. 47, Issue 1 (2005), pp. 113-166",47 Ariz. L. Rev. 113 (2005),38,na,9,na
Cracking the Egg: Which Came First - Stigma or Affirmative Action [article],"Onwuachi-Willig, Angela (Cited 733 times); Houh, Emily (Cited 34 times); Campbell, Mary (Cited 34 times)",3768,"California Law Review, Vol. 96, Issue 5 (October 2008), pp. 1299-1352",na,34,na,9,na
Cry Me a River: The Limits of a Systemic Analysis of Affirmative Action in American Law Schools [article],"Johnson, Kevin R. (Cited 4339 times); Onwuachi-Willig, Angela (Cited 733 times)",3768,"African-American Law & Policy Report, Vol. 7, pp. 1-[ii]",7 Afr.-Am. L. & Pol'y Rep. 1 (2005),33,na,15,na
Volunteer Discrimination [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"U.C. Davis Law Review, Vol. 40, Issue 5 (June 2007), pp. 1895-1934",na,28,na,6,na
When Different Means the Same: Applying a Different Standard of Proof to White Plaintiffs under the McDonnel Douglas Prima Facie Case Test [article],"Onwuachi-Willig, Angela (Cited 733 times)",3768,"Case Western Reserve Law Review, Vol. 50, Issue 1 (Fall 1999), pp. 53-86",50 Case W. Res. L. Rev. 53 (1999-2000),23,na,7,na
"A Beautiful Lie: Exploring Rhinelander v. Rhinelander as a Formative Lesson on Race, Identity, Marriage, and Family [article]","Onwuachi-Willig, Angela (Cited 733 times)",3768,"California Law Review, Vol. 95, Issue 6 (December 2007), pp. 2393-2458",na,19,na,13,na
