Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Traditional Equity and Contemporary Procedure [article],"Main, Thomas O. (Cited 353 times)",8644,"Washington Law Review, Vol. 78, Issue 2 (May 2003), pp. 429-514",78 Wash. L. Rev. 429 (2003),80,6,36,na
The Procedural Foundation of Substantive Law [article],"Main, Thomas O. (Cited 353 times)",8644,"Washington University Law Review, Vol. 87, Issue 4 (2010), pp. 801-842",87 Wash. U. L. Rev. 801 (2009-2010),58,na,74,na
The Fourth Era of American Civil Procedure [article],"Subrin, Stephen N. (Cited 1740 times); Main, Thomas O. (Cited 353 times)",8644,"University of Pennsylvania Law Review, Vol. 162, Issue 7 (June 2014), pp. 1839-1896",162 U. Pa. L. Rev. 1839 (2013-2014),57,2,42,na
Procedural Uniformity and the Exaggerated Role of Rules: A Survey of Intra-State Uniformity in Three States That Have Not Adopted the Federal Rules of Civil Procedure [article],"Main, Thomas O. (Cited 353 times)",8644,"Villanova Law Review, Vol. 46, Issue 2 (2001), pp. 311-384",46 Vill. L. Rev. 311 (2001),46,1,8,na
ADR: The New Equity [article],"Main, Thomas O. (Cited 353 times)",8644,"University of Cincinnati Law Review, Vol. 74, Issue 2 (Winter 2005), pp. 329-404",74 U. Cin. L. Rev. 329 (2005-2006),38,1,47,na
The Integration of Law and Fact in an Uncharted Parallel Procedural Universe [article],"Subrin, Stephen N. (Cited 1740 times); Main, Thomas O. (Cited 353 times)",8644,"Notre Dame Law Review, Vol. 79, Issue 5 (October 2004), pp. 1981-2024",na,31,na,5,na
Braking the Rules: Why State Courts Should Not Replicate Amendments to the Federal Rules of Civil Procedure [article],"Subrin, Stephen N. (Cited 1740 times); Main, Thomas O. (Cited 353 times)",8644,"Case Western Reserve Law Review, Vol. 67, Issue 2 (Winter 2016), pp. 501-536",67 Case W. Res. L. Rev. 501 (2016-2017),11,na,16,na
An Overwhelming Question about Non-Formal Procedure [article],"Main, Thomas O. (Cited 353 times)",8644,"Nevada Law Journal, Vol. 3, Issue 2 (Winter 2002/2003), pp. 388-399",na,6,na,3,na
Judicial Discretion to Condition [article],"Main, Thomas O. (Cited 353 times)",8644,"Temple Law Review, Vol. 79, Issue 4 (Winter 2006), pp. 1075-1126",79 Temp. L. Rev. 1075 (2006),6,1,8,na
The Word Commons and Foreign Laws [article],"Main, Thomas O. (Cited 353 times)",8644,"Cornell International Law Journal, Vol. 46, Issue 2 (Spring 2013), pp. 219-290",46 Cornell Int'l L.J. 219 (2013),5,na,20,na
Procedural Constants: How Delay Aversion Shapes Reform [article],"Main, Thomas O. (Cited 353 times)",8644,"Nevada Law Journal, Vol. 15, Issue 3 (Summer 2015), pp. 1597-1630",na,5,na,5,na
On Teaching Conflicts and Why I Dislike Allstate Insurance Co. v. Hague [article],"Main, Thomas O. (Cited 353 times)",8644,"Nevada Law Journal, Vol. 12, Issue 3 (Summer 2012), pp. 600-608",na,3,na,1,na
Reconsidering Procedural Conformity Statutes [article],"Main, Thomas O. (Cited 353 times)",8644,"Western State University Law Review, Vol. 35, Issue 1 (Fall 2007), pp. 75-102",na,3,na,4,na
"Arbitration, What Is It Good For [article]","Main, Thomas O. (Cited 353 times)",8644,"Nevada Law Journal, Vol. 18, Issue 2 (Winter 2018), pp. 457-476",na,1,na,32,na
Symposium: Through a Glass Starkly: Civil Procedure Re-Assessed: Celebrating the Scholarship of Stephen Subrin: Introduction [comments],"Main, Thomas O. (Cited 353 times); Stempel, Jeffrey W. (Cited 1979 times)",8644,"Nevada Law Journal, Vol. 15, Issue 3 (Summer 2015), pp. 1091-1092",na,na,na,1,na
Introduction [comments],"Hamilton, Daniel W. (Cited 21 times); Main, Thomas O. (Cited 353 times)",8644,"Nevada Law Journal, Vol. 16, Issue 3 (Summer 2016), pp. 775-782",na,na,na,2,na
Our Passive-Aggressive Model of Civil Adjudication [article],"Main, Thomas O. (Cited 353 times)",8644,"University of the Pacific Law Review, Vol. 50, Issue 4 (2019), pp. 605-610",na,na,na,na,na
