Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Public Compensation for Private Harm: Evidence from the SEC's Fair Fund Distributions [article],"Velikonja, Urska (Cited 171 times)",7551,"Stanford Law Review, Vol. 67, Issue 2 (February 2015), pp. 331-396",67 Stan. L. Rev. 331 (2015),37,na,63,na
Reporting Agency Performance: Behind the SEC's Enforcement Statistics [article],"Velikonja, Urska (Cited 171 times)",7551,"Cornell Law Review, Vol. 101, Issue 4 (2016), pp. 901-980",101 Cornell L. Rev. 901 (2015-2016),28,1,45,na
The Cost of Securities Fraud [article],"Velikonja, Urska (Cited 171 times)",7551,"William & Mary Law Review, Vol. 54, Issue 6 (May 2013), pp. 1887-1958",54 Wm. & Mary L. Rev. 1887 (2012-2013),26,na,36,na
Making Peace and Making Money: Economic Analysis of the Market for Mediators in Private Practice [article],"Velikonja, Urska (Cited 171 times)",7551,"Albany Law Review , Vol. 72, Issue 1 (2009), pp. 257-292",72 Alb. L. Rev. 257 (2009),17,na,11,na
The Political Economy of Board Independence [article],"Velikonja, Urska (Cited 171 times)",7551,"North Carolina Law Review, Vol. 92, Issue 3 (March 2014), pp. 855-916",92 N.C. L. Rev. 855 (March 2014),14,na,30,na
The Costs of Multiple Gestation Pregnancies in Assisted Reproduction [article],"Velikonja, Urska (Cited 171 times)",7551,"Harvard Journal of Law & Gender, Vol. 32, Issue 2 (Summer 2009), pp. 463-504",na,13,na,3,na
"Leverage, Sanctions, and Deterrence of Accounting Fraud [article]","Velikonja, Urska (Cited 171 times)",7551,"U.C. Davis Law Review, Vol. 44, Issue 4 (April 2011), pp. 1281-1346",44 U.C. Davis L. Rev. 1281 (2010-2011),9,na,13,na
Are the SEC's Administrative Law Judges Biased: An Empirical Investigation [article],"Velikonja, Urska (Cited 171 times)",7551,"Washington Law Review, Vol. 92, Issue 1 (March 2017), pp. 315-370",92 Wash. L. Rev. 315 (2017),7,na,38,na
Politics in Securities Enforcement [article],"Velikonja, Urska (Cited 171 times)",7551,"Georgia Law Review, Vol. 50, Issue 1 (Fall 2015), pp. 17-42",na,5,na,25,na
Securities Settlements in the Shadows [article],"Velikonja, Urska (Cited 171 times)",7551,"Yale Law Journal Forum, Vol. 126, pp. 124-138",126 Yale L.J. F. 124 (2016-2017),3,na,15,na
Waiving Disqualification: When Do Securities Violators Receive a Reprieve [article],"Velikonja, Urska (Cited 171 times)",7551,"California Law Review, Vol. 103, Issue 5 (October 2015), pp. 1081-1138",103 Calif. L. Rev. 1081 (October 2015),2,na,19,na
Making Peace and Making Money [article],"Velikonja, Urska (Cited 171 times)",7551,"Dispute Resolution Magazine, Vol. 17, Issue 2 (Winter 2011), pp. 20-29",na,2,na,2,na
Accountability for Nonenforcement [article],"Velikonja, Urska (Cited 171 times)",7551,"Notre Dame Law Review, Vol. 93, Issue 4 (March 2018), pp. 1549-1568",na,2,na,25,na
Negotiating Executive Compensation in Lieu of Regulation [article],"Velikonja, Urska (Cited 171 times)",7551,"Ohio State Journal on Dispute Resolution, Vol. 25, Issue 3 (2010), pp. 621-666",25 Ohio St. J. on Disp. Resol. 621 (2010),2,na,5,na
Distortion other than Price Distortion [article],"Velikonja, Urska (Cited 171 times)",7551,"Washington University Law Review, Vol. 93, Issue 2 (2015), pp. 425-452",93 Wash. U. L. Rev. 425 (2015-2016),1,na,9,na
Team Production and Securities Laws [article],"Velikonja, Urska (Cited 171 times)",7551,"Seattle University Law Review, Vol. 38, Issue 2 (Winter 2015), pp. 725-738",na,na,na,3,na
