Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Tax Myopia, or Mamas Don't Let Your Babies Grow up to Be Tax Lawyers [article]","Caron, Paul L. (Cited 525 times)",4145,"Virginia Tax Review, Vol. 13, Issue 3 (Winter 1994), pp. 517-590",13 Va. Tax Rev. 517 (1993-1994),137,na,19,na
Taking Back the Law School Classroom: Using Technology to Foster Active Student Learning [article],"Caron, Paul L. (Cited 525 times); Gely, Rafael (Cited 529 times)",4145,"Journal of Legal Education, Vol. 54, Issue 4 (2004), pp. 551-569",na,59,na,44,na
What Law Schools Can Learn from Billy Beane and the Oakland Athletics [article],"Caron, Paul L. (Cited 525 times); Gely, Rafael (Cited 529 times)",4145,"Texas Law Review, Vol. 82, Issue 6 (May 2004), pp. 1483-1554",na,50,na,33,na
Ranking Law Schools: Using SSRN to Measure Scholarly Performance [article],"Black, Bernard S. (Cited 3647 times); Caron, Paul L. (Cited 525 times)",4145,"Indiana Law Journal, Vol. 81, Issue 1 (Winter 2006), pp. 83-140",na,37,na,21,na
Tax Myopia Meets Tax Hyperopia: The Unproven Case of Increased Judicial Deference to Revenue Rulings [article],"Caron, Paul L. (Cited 525 times)",4145,"Ohio Staw Law Journal, Vol. 57, Issue 2 (1996), pp. 637-670",57 Ohio St. L.J. 637 (1996),36,1,7,na
"The Role of State Court Decisions in Federal Tax Litigation: Bosch, Erie, and Beyond [article]","Caron, Paul L. (Cited 525 times)",4145,"Oregon Law Review, Vol. 71, Issue 4 (Winter 1992), pp. 781-854",71 Or. L. Rev. 781 (1992),28,na,7,na
Dead Poets and Academic Progenitors: The Next Generation of Law School Rankings [comments],"Caron, Paul L. (Cited 525 times); Gely, Rafael (Cited 529 times)",4145,"Indiana Law Journal, Vol. 81, Issue 1 (Winter 2006), pp. 1-12",na,27,na,17,na
Occupy the Tax Code: Using the Estate Tax to Reduce Inequality and Spur Economic Growth [article],"Caron, Paul L. (Cited 525 times); Repetti, James R. (Cited 436 times)",4145,"Pepperdine Law Review, Vol. 40, Special Issue (2013), pp. 1255-1290",na,22,na,48,na
Back to the Future: Teaching Law through Stories [article],"Caron, Paul L. (Cited 525 times)",4145,"University of Cincinnati Law Review, Vol. 71, Issue 2 (Winter 2003), pp. 405-420",71 U. Cin. L. Rev. 405 (2002-2003),18,na,12,na
The Estate Tax Non-Gap: Why Repeal a Voluntary Tax [article],"Caron, Paul L. (Cited 525 times); Repetti, James R. (Cited 436 times)",4145,"Stanford Law & Policy Review, Vol. 20, Issue 1 (2009), pp. 153-170",na,17,na,6,na
Are Scholars Better Bloggers - Bloggership: How Blogs Are Transforming Legal Scholarship [article],"Caron, Paul L. (Cited 525 times)",4145,"Washington University Law Review, Vol. 84, Issue 5 (2006), pp. 1025-1042",na,13,na,4,na
"Tax Regulation, Transportation Innovation, and the Sharing Economy [article]","Barry, Jordan M. (Cited 86 times); Caron, Paul L. (Cited 525 times)",4145,"University of Chicago Law Review Dialogue, Vol. 82, pp. 69-84",82 U. Chi. L. Rev. Dialogue 69 (2015-2016),9,na,430,na
The Associate Dean for Faculty Research Position: Encouraging and Promoting Scholarship [article],"Tomain, Joseph P. (Cited 419 times); Caron, Paul L. (Cited 525 times)",4145,"University of Toledo Law Review, Vol. 33, Issue 1 (Fall 2001), pp. 233-244",na,9,na,6,na
The Capital Defendant's Right to Obtain Exculpatory Evidence from the Prosecution to Present in Mitigation before Sentencing [article],"Caron, Paul L. (Cited 525 times)",4145,"American Criminal Law Review, Vol. 23, Issue 2 (Fall 1985), pp. 207-242",23 Am. Crim. L. Rev. 207 (1985-1986),9,na,1,na
The Federal Courts of Appeals' Use of State Court Decisions in Tax Cases: Proper Regard Means No Regard [article],"Caron, Paul L. (Cited 525 times)",4145,"Oklahoma Law Review, Vol. 46, Issue 3 (Fall 1993), pp. 443-488",46 Okla. L. Rev. 443 (1993),9,na,3,na
The Estate Tax Deduction for Administration Expenses: Reformulating Complementary Roles for Federal and State Law Under I.R.C 2053 (a)(2) [article],"Caron, Paul L. (Cited 525 times)",4145,"Cornell Law Review, Vol. 67, Issue 5 , pp. 981-1010",67 Cornell L. Rev. 981 (1981-82),8,3,na,na
The One-Hundredth Anniversary of the Federal Estate Tax: It's Time to Renew Our Vows [article],"Caron, Paul L. (Cited 525 times)",4145,"Boston College Law Review, Vol. 57, Issue 3 (2016), pp. 823-842",57 B.C. L. Rev. 823 (2016),7,na,13,na
Taxing Opportunity [article],"Caron, Paul L. (Cited 525 times)",4145,"Virginia Tax Review, Vol. 14, Issue 2 (Fall 1994), pp. 347-424",14 Va. Tax Rev. 347 (1994-1995),7,na,3,na
The Federal Tax Implications of Bush v. Gore [article],"Caron, Paul L. (Cited 525 times)",4145,"Washington University Law Quarterly, Vol. 79, Issue 3 (2001), pp. 749-786",79 Wash. U. L. Q. 749 (2001),6,na,3,na
Revaluation of Prior Gifts for Estate Tax Purposes after Expiration of Statute of Limitations for Year of Gift [article],"Caron, Paul L. (Cited 525 times)",4145,"Taxes - The Tax Magazine, Vol. 67, Issue 5 (May 1989), pp. 286-293",67 Taxes 286 (1989),5,na,2,na
The Costs of Estate Tax Dithering [comments],"Caron, Paul L. (Cited 525 times)",4145,"Creighton Law Review, Vol. 43, Issue 3 (2010), pp. 637-656",na,4,na,na,na
California Dreamin': Tax Scholarship in a Time of Fiscal Crisis [comments],"Bankman, Joseph (Cited 1008 times); Caron, Paul L. (Cited 525 times)",4145,"U.C. Davis Law Review, Vol. 48, Issue 1 (November 2014), pp. 405-418",na,3,na,4,na
Affirmative Refraction: Grutter v. Bollinger through the Lens of the Case of the Speluncean Explorers [article],"Caron, Paul L. (Cited 525 times); Gely, Rafael (Cited 529 times)",4145,"Constitutional Commentary, Vol. 21, Issue 1 (Spring 2004), pp. 63-106",na,3,na,25,na
"Long Tail of Legal Scholarship, The","Caron, Paul L. (Cited 525 times)",4145,na,"Caron, Paul L. (Cited 525 times)",na,na,na,na
Confronting Unforeseen Problems under 28 U.S.C. 1631: The Tenth Circuit Struggles to Properly Dispose of Tucker Act Claims within the Exclusive Jurisdiction of the Claims Court [article],"Caron, Paul L. (Cited 525 times)",4145,"Brigham Young University Law Review, Vol. 1985, Issue 3 (1985), pp. 505-512",1985 BYU L. Rev. 505 (1985 ),na,na,na,na
Does the Federal Gift Tax Apply to Disclaimers of Gifts Made before the Tax Became Law (92-1546) [article],"Caron, Paul L. (Cited 525 times)",4145,"Preview of United States Supreme Court Cases, Vol. 1993-1994, Issue 3 (November 29, 1993), pp. 98-100",na,na,na,na,na
The Ideal Mentor [notes],"Caron, Paul L. (Cited 525 times)",4145,"Oklahoma City University Law Review, Vol. 40, Issue 1 (Spring 2015), pp. 85-86",na,na,na,3,na
Tax Advice for the Second Obama Administration [article],"Caron, Paul L. (Cited 525 times)",4145,"Pepperdine Law Review, Vol. 40, Special Issue (2013), pp. 1143-1154",na,na,na,1,na
