,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Make Congress Speak Clearly: Federal Preemption of State Tort Remedies [article],"Grey, Betsy J. (Cited 224 times)","Boston University Law Review, Vol. 77, Issue 3 (June 1997), pp. 559-628",83,7,5," Torts, Gender, Genetic Information, Insurance Law, Women, Workers' Compensation Law"
0,The New Federalism Jurisprudence and National Tort Reform [article],"Grey, Betsy J. (Cited 224 times)","Washington and Lee Law Review, Vol. 59, Issue 2 (Spring 2002), pp. 475-540",46,na,3," Jurisdiction, Torts, Remedies"
0,Preemption of Bivens Claims: How Clearly Must Congress Speak [article],"Grey, Betsy J. (Cited 224 times)","Washington University Law Quarterly, Vol. 70, Issue 4 (Winter 1992), pp. 1087-1130",20,1,1," Constitutional Law, Jurisdiction, Criminal Law and Procedure, Law Enforcement and Corrections, Remedies"
0,The Plague of Causation in the National Childhood Vaccine Injury Act [article],"Grey, Betsy J. (Cited 224 times)","Harvard Journal on Legislation, Vol. 48, Issue 2 (Summer 2011), pp. 343-414",20,na,13," Health Law, Constitutional Law, Legislation, Medical Jurisprudence"
0,"Neuroscience, PTSD, and Sentencing Mitigation [article]","Grey, Betsy J. (Cited 224 times)","Cardozo Law Review, Vol. 34, Issue 1 (October 2012), pp. 53-106",18,na,69," Battered Woman Syndrome, Criminal Law and Procedure, Evidence, Law Enforcement and Corrections, Psychiatry and Psychology, Women, Military, War and Peace"
0,Homeland Security and Federal Relief: A Proposal for a Permanent Compensation System for Domestic Terrorist Victims [article],"Grey, Betsy J. (Cited 224 times)","New York University Journal of Legislation and Public Policy, Vol. 9, Issue 2 (2006), pp. 663-750",13,na,5," Criminal Law and Procedure, Remedies, Administration Law, Law and Society"
0,The Future of Emotional Harm [article],"Grey, Betsy J. (Cited 224 times)","Fordham Law Review, Vol. 83, Issue 5 (April 2015), pp. 2605-2654",10,na,59," Psychiatry and Psychology, Torts, Medical Jurisprudence"
0,First Amendment Limitations on FTC Corrective Advertising Orders [notes],"Fenton, Kathryn M. (Cited 25 times); Grey, Betsy J. (Cited 224 times)","Georgetown Law Journal, Vol. 66, Issue 6 (August 1978), pp. 1473-1514",8,1,na," Professional Ethics, Torts"
0,"Biomarkers, Concussions, and the Duty of Care [article]","Grey, Betsy J. (Cited 224 times); Marchant, Gary E. (Cited 409 times)","Michigan State Law Review, Vol. 2015, Issue 5 (2015), pp. 1911-1982",4,2,18," Medical Jurisprudence, Torts, Legislation, Sports"
0,Implications of Neuroscience Advances in Tort Law: A General Overview [article],"Grey, Betsy J. (Cited 224 times)","Indiana Health Law Review, Vol. 12, Issue 2 (2015), pp. 671-694",2,na,50," Disability Law, Criminal Law and Procedure, Medical Jurisprudence, Psychiatry and Psychology"
0,Aging in the 21st Century: Using Neuroscience to Assess Competency in Guardianships [article],"Grey, Betsy J. (Cited 224 times)","Wisconsin Law Review, Vol. 2018, Issue 4 (2018), pp. 735-782",na,na,3," Elder Law, Medical Jurisprudence, Sex Crimes, Aged, Alzheimer's Disease, Hospitals, Adultery, Crimes, Sexuality and the Law"
0,Biomarkers for Concussions: Legal Implications [article],"Grey, Betsy (Cited 224 times); Marchant, Gary (Cited 409 times); Tyszka, Cory","GP Solo, Vol. 32, Issue 2 (March/April 2015), pp. 60-61",na,na,13," Medical Jurisprudence, Torts, Youth Sports"
0,"PTSD, Biomarkers, and Rape Prosecutions [article]","Grey, Betsy J. (Cited 224 times)","Arizona State Law Journal, Vol. 48, Issue 4 (Winter 2016), pp. 935-962",na,na,24," Sex Crimes, Evidence, Criminal Law and Procedure, Medical Jurisprudence"
0,Biomarkers for Concussion Susceptibility and Effects [article],"Grey, Betsy (Cited 224 times); Marchant, Gary (Cited 409 times); Tyszka, Cory","SciTech Lawyer, Vol. 11, Issue 2 (Winter 2015), pp. 13-16",na,na,na," Medical Jurisprudence, Torts, Youth Sports"
