,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,"School Vaccination Requirements: Historical, Social, and Legal Perspectives [article]","Hodge, James G. Jr. (Cited 537 times); Gostin, Lawrence O. (Cited 1233 times)","Kentucky Law Journal, Vol. 90, Issue 4 (2001-2002), pp. 831-890",95,na,164," Hepatitis, Immunization, Religion"
0,The Names Debate: The Case for National HIV Reporting in the United States [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times)","Albany Law Review, Vol. 61, Issue 3 (1998), pp. 679-744",46,na,4," Aids, Criminal Law and Procedure, Fraud, Health Law, Physicians, Prescription Drugs"
0,Genetic Privacy and the Law: An End to Genetics Exceptionalism [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times)","Jurimetrics, Vol. 40, Issue 1 (Fall 1999), pp. 21-58",45,na,15," Genetic Information, Health Insurance, Insurance, Labor Law, Medical Jurisprudence, Privacy, Property, State and Local Government Law, Informed Consent, Discrimination"
0,The Role of New Federalism and Public Health Law [article],"Hodge, James G. Jr. (Cited 537 times)","Journal of Law and Health, Vol. 12, Issue 2 (1997-1998), pp. 309-358",39,na,7," Health Law, Jurisprudence"
0,Piercing the Veil of Secrecy in HIV/AIDS and Other Sexually Transmitted Diseases: Theories of Privacy and Disclosure in Partner Notification [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times)","Duke Journal of Gender Law & Policy, Vol. 5, pp. 9-88",38,na,29," Aids, Constitutional Law, Public Health, Sexually Transmitted Diseases, Spouses, Medical Jurisprudence"
0,Personal Privacy and Common Goods: A Framework for Balancing under the National Health Information Privacy Rule [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times)","Minnesota Law Review, Vol. 86, Issue 6 (June 2002), pp. 1439-1480",30,na,25," Administration Law, Health Law, Insurance Law, Jurisprudence, Constitutional Law"
0,Implementing Modern Public Health Goals through Government: An Examination of New Federalism and Public Health Law [article],"Hodge, James G. Jr. (Cited 537 times)","Journal of Contemporary Health Law and Policy, Vol. 14, Issue 1 (Fall 1997), pp. 93-126",21,na,10," Jurisprudence, Health Law"
0,Bioterrorism Law and Policy: Critical Choices in Public Health [article],"Hodge, James G. Jr. (Cited 537 times)","Journal of Law, Medicine and Ethics, Vol. 30, Issue 2 (Summer 2002 ), pp. 254-261",21,na,4," Law Enforcement and Corrections, Health Law, Communications Law"
0,Balancing Communal Goods and Personal Privacy Under a National Health Informational Privacy Rule [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times); Burghardt, Mira S. (Cited 18 times)","Saint Louis University Law Journal, Vol. 46, Issue 1 (Winter 2002), pp. 5-36",18,na,5," Administration Law, Health Law, Insurance Law, Jurisprudence, Computer Law"
0,Principles and Practice of Legal Triage during Public Health Emergencies [article],"Hodge, James G. Jr. (Cited 537 times); Anderson, Evan D. (Cited 32 times)","New York University Annual Survey of American Law , Vol. 64, Issue 2 (2008-2009), pp. 249-292",16,na,16," Health Law, Public Health, Emergency Medical Services, International Law, Psychiatry and Psychology"
0,The Legal Framework for Meeting Surge Capacity through the Use of Volunteer Health Professionals during Public Health Emergencies and Other Disasters [article],"Hodge, James G. Jr. (Cited 537 times); Gable, Lance A. (Cited 16 times); Calves, Stephanie H. (Cited 16 times)","Journal of Contemporary Health Law and Policy, Vol. 22, Issue 1 (Fall 2005), pp. 5-71",15,na,12," Courts, Open Courts, Torts, Health Law, Public Health"
0,Preemption and the Obesity Epidemic: State and Local Menu Labeling Laws and the Nutrition Labeling and Education Act [article],"Rutkow, Lainie (Cited 106 times); Vernick, Jon S. (Cited 100 times); Hodge, James G. Jr. (Cited 537 times); Teret, Stephen P. (Cited 73 times)","Journal of Law, Medicine and Ethics, Vol. 36, Issue 4 (Winter 2008), pp. 772-789",14,na,6," Food and Drug Law, Legislation, Health Law"
0,The Public Health Improvement Process in Alaska: Toward a Model Public Health Law [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times)","Alaska Law Review, Vol. 17, Issue 1 (June 2000), pp. 77-126",12,na,1," Health Law, State and Local Government Law, Law and Society, Legal Analysis and Writing"
0,The Nationalization of Health Information Privacy Protections [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times); Marks, Lauren (Cited 20 times)","Tort & Insurance Law Journal, Vol. 37, Issue 4 (Summer 2002), pp. 1113-1138",12,na,1," Administration Law, Health Law, Insurance Law, Jurisprudence, Constitutional Law"
0,The Intersection of Federal Health Information Privacy and State Administrative Law: The Protection of Individual Health Data and Workers' Compensation [article],"Hodge, James G. Jr. (Cited 537 times)","Administrative Law Review, Vol. 51, Issue 1 (Winter 1999), pp. 117-144",9,na,3," Workers' Compensation Law, Health Law, Insurance Law, Commercial Law"
0,Legal Triage during Public Health Emergenices and Disasters [article],"Hodge, James G. Jr. (Cited 537 times)","Administrative Law Review, Vol. 58, Issue 3 (Summer 2006), pp. 627-644",9,na,1," Health Law, Public Health, Psychiatry and Psychology"
0,An Enhanced Approach to Distinguishing Public Health Practice and Human Subjects Research [article],"Hodge, James G. Jr. (Cited 537 times)","Journal of Law, Medicine and Ethics, Vol. 33, Issue 1 (Spring 2005), pp. 125-141",9,na,1," Confidentiality, Informed Consent, Medical Records, Public Health, Research, Health Law"
0,The Nationalization of Health Information Privacy Protection [article],"Gostin, Lawrence O. (Cited 1233 times); Hodge, James G. Jr. (Cited 537 times); Marks, Lauren (Cited 20 times)","Connecticut Insurance Law Journal, Vol. 8, Issue 2 (2002), pp. 283-314",8,na,1," Administration Law, Health Law, Insurance Law, Jurisprudence, Constitutional Law"
0,Tobacco Control Legislation: Tools for Public Health Improvement [article],"Hodge, James G. Jr. (Cited 537 times); Eber, Gabriel B. (Cited 8 times)","Journal of Law, Medicine and Ethics, Vol. 32, Issue 3 (Fall 2004), pp. 516-523",8,na,1," International Trade, Health, Tobacco, Civil Rights"
0,Global Emergency Legal Responses to the 2014 Ebola Outbreak [comments],"Hodge, James G. Jr. (Cited 537 times); Barraza, Leila (Cited 19 times); Measer, Gregory (Cited 11 times); Agrawal, Asha (Cited 7 times)","Journal of Law, Medicine and Ethics, Vol. 42, Issue 4 (Winter 2014), pp. 595-601",7,na,11," Health Law, Nonprofit Organizations, Constitutional Law, Disaster Law, Fourteenth Amendment, Politics"
0,Transforming Public Health Law: The Turning Point Model State Public Health Act [article],"Hodge, James G. Jr. (Cited 537 times); Gostin, Lawrence O. (Cited 1233 times); Gebbie, Kristine (Cited 7 times); Erickson, Deborah L. (Cited 9 times)","Journal of Law, Medicine and Ethics, Vol. 34, Issue 1 (Spring 2006), pp. 77-84",5,na,4," Health Law, Jurisprudence"
0,Legal Myths of Ebola Preparedness and Response [article],"Hodge, James G. Jr. (Cited 537 times)","Notre Dame Journal of Law, Ethics & Public Policy, Vol. 29, pp. 355-374",5,na,26," Disaster Law, International Law, Human Rights Law, Health Law"
0,Health Information Privacy an Public Health [article],"Hodge, James G. Jr. (Cited 537 times)","Journal of Law, Medicine and Ethics, Vol. 31, Issue 4 (Winter 2003), pp. 663-671",5,na,7," Administration Law, Health Law, Insurance Law, Jurisprudence"
0,Local Rate Regulation under the 1992 Cable Act [article],"Hodge, James G. Jr. (Cited 537 times)","South Carolina Lawyer, Vol. 5, Issue 6 (May - June 1994), pp. 32-36",4,na,na," Communications Law, Legislation"
0,A Hidden Epidemic: Assessing the Legal Environment Underlying Mental and Behavioral Health Conditions in Emergencies [article],"Hodge, James G. Jr. (Cited 537 times); Rutkow, Lainie (Cited 106 times); Corcoran, Aubrey Joy (Cited 4 times)","Saint Louis University Journal of Health Law & Policy, Vol. 4, Issue 1 (2010), pp. 33-92",4,na,8," Medical Jurisprudence, Psychiatry and Psychology, Disability Law, Education Law, Juveniles, Race and Ethnicity"
0,"Legal, Operational, and Practical Considerations for Hospitals and Health Care Providers in Responding to Communicable Diseases following the 2014 Ebola Outbreak [article]","Jordan, Jane E. (Cited 4 times); Measer, Gregory (Cited 11 times); Agrawal, Asha M. (Cited 4 times); Hodge, James G. Jr. (Cited 537 times)","University of Miami Business Law Review, Vol. 23, Issue 3 (Summer 2015), pp. 341-374",4,na,4," Disaster Law, Fourteenth Amendment, Politics, Health Law, Nonprofit Organizations, Intellectual Property Law"
0,National Health Information Privacy and New Federalism [article],"Hodge, James G. Jr. (Cited 537 times)","Notre Dame Journal of Law, Ethics & Public Policy, Vol. 14, Issue 2 (2000), pp. 791-820",4,na,3," Health Law, Administration Law, Insurance Law, Jurisprudence, Medical Records"
0,"Congress, Courts, and Commerce: Upholding the Individual Mandate to Protect the Public's Health [article]","Hodge, James G. Jr. (Cited 537 times); Brown, Erin C. Fuse (Cited 23 times); Orenstein, Daniel G. (Cited 19 times); O'Keefe, Sarah (Cited 4 times)","Journal of Law, Medicine & Ethics, Vol. 39, Issue 3 (Fall 2011), pp. 394-400",4,na,3," Health Law, Insurance Law, Jurisdiction, Constitutional Law"
0,"The Consumable Vice: Caffeine, Public Health, and the Law [article]","Hodge, James G. Jr. (Cited 537 times); Scanlon, Megan (Cited 14 times); Corbett, Alicia (Cited 8 times); Sorensen, Andrew (Cited 3 times)","Journal of Contemporary Health Law and Policy, Vol. 27, Issue 1 (Fall 2010), pp. 76-119",3,na,24," Administration Law, Food and Drug Law, Health Law"
0,Global Legal Triage in Response to the 2009 H1N1 Outbreak [article],"Hodge, James G. Jr. (Cited 537 times)","Minnesota Journal of Law, Science and Technology, Vol. 11, Issue 2 (Spring 2010), pp. 599-628",3,na,10," Emergency Medical Services, Health Law, International Law, Public Health, Medical Jurisprudence, Politics, Professional Ethics"
0,Plenary Program: Jacobson v. Massachusetts [article],"Parmet, Wendy E. (Cited 615 times); Scott, Charity (Cited 148 times); Hodge, James G. Jr. (Cited 537 times); Nahmias, David E. (Cited 3 times)","Journal of Law, Medicine and Ethics, Vol. 33, Issue 4 Special Supplement (Fall 2005), pp. 24-27",3,na,6," Medical Jurisprudence, Animals, Religion, Health Law, Juveniles"
0,Public Health Preemption plus [article],"Hodge, James G. Jr. (Cited 537 times); Corbett, Alicia (Cited 8 times); Weidenaar, Kim (Cited 7 times); Wetter, Sarah A. (Cited 5 times)","Journal of Law, Medicine and Ethics, Vol. 45, Issue 1 (Spring 2017), pp. 156-161",3,na,na," Consumer Protection Law, Jurisdiction, Disaster Law, International Law"
0,The Ethics of Restrictive Licensing for Handguns: Comparing the United States and Canadian Approaches to Handgun Regulation [article],"Vernick, Jon S., (Cited 3 times); Hodge, James G. Jr. (Cited 537 times); Webster, Daniel W. (Cited 12 times)","Journal of Law, Medicine and Ethics, Vol. 35, Issue 4 (Winter 2007), pp. 668-678",3,na,9," Law and Society, Legislation, Criminal Law and Procedure, Constitutional Law, State and Local Government Law"
0,The HIPAA Privacy Rule: Reviewing the Post-Compliance Impact on Public Health Practice and Research [article],"Kutkat, Lora (Cited 3 times); Hodge, James G. Jr. (Cited 537 times); Jeffry, Thomas Jr. (Cited 3 times); Bonta, Diana M. (Cited 3 times)","Journal of Law, Medicine and Ethics, Vol. 31, Issue 4 Special Supplement (Fall 2003), pp. 70-72",3,na,na," Health Law, Psychiatry and Psychology, Evidence, Medical Jurisprudence"
0,Major Trends in Public Health Law and Practice: A Network National Report [comments],"Hodge, James G. Jr. (Cited 537 times); Barraza, Leila (Cited 19 times); Bernstein, Jennifer (Cited 4 times); Chu, Courtney (Cited 2 times)","Journal of Law, Medicine and Ethics, Vol. 41, Issue 3 (Fall 2013), pp. 737-748",2,na,3," Health Law, Public Health, Health"
