,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,The Ultimate Gender Stereotype: Equalizing Gender-Conforming and Gender-Nonconforming Homosexuals under Title VII [notes],"Kramer, Zachary A. (Cited 188 times)","University of Illinois Law Review, Vol. 2004, Issue 2 (2004), pp. 465-500",52,na,28," Civil Rights, Sexuality and the Law, Employment Practice, Sexual Orientation"
0,Heterosexuality and Title VII [article],"Kramer, Zachary A. (Cited 188 times)","Northwestern University Law Review , Vol. 103, Issue 1 (Winter 2009), pp. 205-248",51,na,20," Fair Employment, Gay Men and Lesbians, Sexuality and the Law, Employment Practice, Sexual Orientation"
0,The New Sex Discrimination [article],"Kramer, Zachary A. (Cited 188 times)","Duke Law Journal, Vol. 63, Issue 4 (January 2014), pp. 891-954",26,na,38," Employment Practice, Sexuality and the Law, Women"
0,Of Meat and Manhood [article],"Kramer, Zachary A. (Cited 188 times)","Washington University Law Review, Vol. 89, Issue 2 (2011), pp. 287-322",15,na,24," Employment Practice, Food and Drug Law, Livestock, Trespass"
0,Transnational Discrimination [article],"Glazer, Elizabeth M. (Cited 103 times); Kramer, Zachary A. (Cited 188 times)","Temple Political & Civil Rights Law Review , Vol. 18, Issue 2 (Spring 2009), pp. 651-672",15,na,12," Employment Practice, Sexuality and the Law"
0,After Work [article],"Kramer, Zachary A. (Cited 188 times)","California Law Review, Vol. 95, Issue 2 (April 2007), pp. 627-668",12,na,7," Employment Practice, Civil Rights"
0,Exclusionary Equality and the Case for Same-Sex Families: A Reworking of Martha Fineman's Re-Visioned Family Law [article],"Kramer, Zachary A. (Cited 188 times)","Seattle Journal for Social Justice, Vol. 2, Issue 2 (Spring/Summer 2004), pp. 505-538",7,na,3," Domestic Relations, Sexuality and the Law, Legal History, Law and Society"
0,Some Preliminary Thoughts on Title VII's Intersexions [article],"Kramer, Zachary A. (Cited 188 times)","Georgetown Journal of Gender and the Law, Vol. 7, Issue 1 (2006), pp. 31-58",6,na,5," Fair Employment, Gay Men and Lesbians, Sexuality and the Law, Employment Practice"
0,Before and after Obergefell [article],"Kramer, Zachary A. (Cited 188 times)","UMKC Law Review, Vol. 84, Issue 3 (Spring 2016), pp. 797-802",3,na,33," Domestic Relations, Fourteenth Amendment, Sexual Orientation, Legal History"
0,Three Tales of Female Masculinity [article],"Kramer, Zachary A. (Cited 188 times)","Nevada Law Journal, Vol. 13, Issue 2 (Winter 2013), pp. 458-466",2,na,12," Fair Employment, Gay Men and Lesbians, Sexuality and the Law, Employment Practice, Sexual Orientation"
0,Heterosexuality and Title VII [article],"Kramer, Zachary A. (Cited 188 times)","Dukeminier Awards: Best Sexual Orientation and Gender Identity Law Review, Vol. 9, Issue 1 (2010), pp. 227-270",na,na,4," Fair Employment, Gay Men and Lesbians, Sexuality and the Law, Employment Practice, Sexual Orientation"
0,Heterosexuality and Military Service [article],"Kramer, Zachary A. (Cited 188 times)","Northwestern University Law Review Colloquy, Vol. 104, pp. 341-365",na,na,6," Military, War and Peace, Employment Practice, Sexual Orientation"
0,Stories about Discrimination [article],"Kramer, Zachary A. (Cited 188 times)","Indiana Journal of Law and Social Equality, Vol. 2, Issue 2 (Spring 2014), pp. [xix]-394",na,na,na," Domestic Relations, Law and Society, Race and Ethnicity"
