,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Ability to Pay and the Taxation of Virtual Income [article],"Chodorow, Adam S. (Cited 89 times)","Tennessee Law Review, Vol. 75, Issue 4 (Summer 2008), pp. 695-752",16,na,13," Taxation-Federal Income, Science and Technology, Communications Law"
0,Maaser Kesafim and the Development of Tax Law [article],"Chodorow, Adam S. (Cited 89 times)","Florida Tax Review, Vol. 8, Issue 1 (2007), pp. 153-210",13,na,12," Religion, Social Welfare Law, Agriculture Law, Taxation-Federal Income, Bankruptcy Law"
0,Biblical Tax Systems and the Case for Progressive Taxation [comments],"Chodorow, Adam S. (Cited 89 times)","Journal of Law and Religion, Vol. 23, Issue 1 (2007-2008), pp. 51-96",12,na,3," Religion, Taxation-State and Local"
0,Tracing Bias through Virtual Spaces [article],"Chodorow, Adam S. (Cited 89 times)","Cornell Law Review , Vol. 95, Issue 2 (January 2010), pp. 283-328",11,na,7," Science and Technology, Taxation-Federal Income, Communications Law"
0,Death and Taxes and Zombies [article],"Chodorow, Adam S. (Cited 89 times)","Iowa Law Review, Vol. 98, Issue 3 (March 2013), pp. 1207-1232",10,na,20," Legal Education, Legal Profession, Psychiatry and Psychology, Business Organizations, Intellectual Property Law, Bankruptcy Law, Consumer Protection Law"
0,Economic Analysis in Judicial Decision Making - An Assessment Based on Judge Posner's Tax Decisions [article],"Chodorow, Adam S. (Cited 89 times)","Virginia Tax Review, Vol. 25, Issue 1 (Summer 2005), pp. 67-128",8,na,2," Judges, Legal Analysis and Writing, Economics, Evidence, Jurisprudence"
0,Charitable FSAs: A Proposal to Combine Healthcare and Charitable Giving Tax Provisions [article],"Chodorow, Adam S. (Cited 89 times)","Brigham Young University Law Review, Vol. 2011, Issue 4 (2011), pp. 1041-1090",6,2,2," Health Law, Conflict of Laws, Contracts, Constitutional Law"
0,Agricultural Tithing and (Flat) Tax Complexity [article],"Chodorow, Adam S. (Cited 89 times)","University of Pittsburgh Law Review, Vol. 68, Issue 2 (Winter 2006), pp. 267-306",5,na,3," Agriculture Law, Taxation-Federal Income, International Trade, Religion, Social Welfare Law"
0,Charity with Chinese Characteristics [article],"Chodorow, Adam S. (Cited 89 times)","UCLA Pacific Basin Law Journal, Vol. 30, Issue 1 (Fall 2012), pp. 1-54",4,na,14, Organizations
0,Valuing Corporations for Estate Tax Purposes: A Blount Reappraisal [article],"Chodorow, Adam S. (Cited 89 times)","Hastings Business Law Journal , Vol. 3, Issue 1 (Fall 2006), pp. 1-38",3,na,1," Taxation-Federal, Taxation-Federal Income"
0,Editor's Page [comments],"Chodorow, Adam S. (Cited 89 times)","Jurimetrics, Vol. 52, Issue 1 (Fall 2011), pp. vii-viii",na,na,na," Disaster Law, Law and Society, Consumer Protection Law, Information Privacy"
