,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Modern International Relations Theory: A Prospectus for International Lawyers [article],"Abbott, Kenneth W. (Cited 731 times)","Yale Journal of International Law, Vol. 14, Issue 2 (Summer 1989), pp. 335-411",181,na,83," International Law, Jurisprudence, Non-Governmental Organizations (Ngos)"
0,Strengthening International Regulation through Transmittal New Governance: Overcoming the Orchestration Deficit [article],"Abbott, Kenneth W. (Cited 731 times); Snidal, Duncan (Cited 143 times)","Vanderbilt Journal of Transnational Law, Vol. 42, Issue 2 (March 2009), pp. 501-578",84,na,196," Administrative Agencies, Multinational Corporations, Organizations, Corporations, Securities, Politics"
0,Linking Trade to Political Goals: Foreign Policy Export Controls in the 1970s and 1980s [article],"Abbott, Kenneth W. (Cited 731 times)","Minnesota Law Review, Vol. 65, Issue 5 (June 1981), pp. 739-890",73,na,5," Exports and Imports, International Trade, Jurisdiction, International Relations"
0,Trust But Verify: The Production of Information in Arms Control Treaties and Other International Agreements [article],"Abbott, Kenneth W. (Cited 731 times)","Cornell International Law Journal, Vol. 26, Issue 1 (Winter 1993), pp. 1-58",53,na,42," National Defense, Organizations, Fraudulent Conveyances"
0,The Trading Nation's Dilemma: The Functions of the Law of International Trade [article],"Abbott, Kenneth W. (Cited 731 times)","Harvard International Law Journal, Vol. 26, Issue 2 (Spring 1985), pp. 501-532",37,na,40, International Trade
0,GATT as a Public Institution: The Uruguay Round and Beyond [article],"Abbott, Kenneth W. (Cited 731 times)","Brooklyn Journal of International Law, Vol. 18, Issue 1 (1992), pp. 31-86",34,na,10," Dispute Resolution, International Disputes, International Trade, Arbitration"
0,The Uruguay Round and Dispute Resolution: Building a Private-Interests System of Justice [article],"Abbott, Kenneth W. (Cited 731 times)","Columbia Business Law Review, Vol. 1992, Issue 1 (1992), pp. 111-150",29,na,1," Dispute Resolution, International Disputes, International Trade, Euthanasia, Treaties"
0,Economic Integration in the Americas: A Work in Progress [article],"Abbott, Kenneth W. (Cited 731 times); Bowman, Gregory W. (Cited 72 times)","Northwestern Journal of International Law & Business, Vol. 14, Issue 3 (Spring 1994), pp. 493-527",26,na,1," International Trade, Antitrust, Treaties, Comparative Law"
0,Economic Issues and Political Participation: The Evolving Boundaries of International Federalism [article],"Abbott, Kenneth W. (Cited 731 times)","Cardozo Law Review, Vol. 18, Issue 3 (December 1996), pp. 971-1010",25,na,11," Politics, Food and Drug, Food and Drug Law, International Trade, Subsidies, Dispute Resolution"
0,Values and Interests: International Legalization in the Fight against Corruption [article],"Abbott, Kenneth W. (Cited 731 times); Snidal, Duncan (Cited 143 times)","Journal of Legal Studies, Vol. 31, Issue 1 - Part 2 (January 2002), pp. S141-S178",25,na,34," International Relations, Legal Education, International Law, Non-Governmental Organizations (Ngos)"
0,Elements of a Joint Discipline [article],"Abbott, Kenneth W. (Cited 731 times)","American Society of International Law Proceedings, Vol. 86, pp. 167-171",23,na,6," International Law, International Relations, Jurisprudence"
0,Rule-Making in the WTO: Lessons from the Case of Bribery and Corruption [article],"Abbott, Kenneth W. (Cited 731 times)","Journal of International Economic Law , Vol. 4, Issue 2 (2001), pp. 275-296",18,na,na," Treaties, World Trade Organization, International Trade, Public Officials"
