,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Beyond the Monopoly of States [article],"Gartner, David (Cited 40 times)","University of Pennsylvania Journal of International Law, Vol. 32, Issue 2 (Winter 2010), pp. 595-642",15,na,8," Organizations, Politics, Government Liability, Environment"
0,"Foreign Relations, Strategic Doctrine, and Presidential Power [article]","Gartner, David (Cited 40 times)","Alabama Law Review, Vol. 63, Issue 3 (2012), pp. 499-534",11,na,21," Military, War and Peace, President/Executive Department, International Law"
0,Reimagining Participation in International Institutions [article],"Abbott, Kenneth W. (Cited 731 times); Gartner, David (Cited 40 times)","Journal of International Law and International Relations, Vol. 8, pp. 1-35",4,na,24," Organizations, Politics, Government Liability, Corporations, Economics"
0,The Future of Clean Elections [article],"Gartner, David (Cited 40 times)","Arizona State Law Journal, Vol. 45, Special Issue (Summer 2013), pp. 733-748",3,na,5," Politics, First Amendment, State and Local Government Law"
0,Private Investment and Public Health [comments],"Gartner, David (Cited 40 times)","Georgia Journal of International and Comparative Law, Vol. 43, Issue 1 (2014), pp. 141-160",2,na,20," Health Law, Comparative Law, First Amendment, Food and Drug Law, Tobacco, World Trade Organization"
0,"Uncovering Bretton Woods: Conditional Transparency, the World Bank, and the International Monetary Fund [comments]","Gartner, David (Cited 40 times)","George Washington International Law Review, Vol. 45, Issue 1 (2013), pp. 121-148",2,na,47," International Agencies, International Banking, Dispute Resolution, International Law, Economics"
0,Global Public Goods and Global Health [article],"Gartner, David (Cited 40 times)","Duke Journal of Comparative & International Law, Vol. 22, Issue 3 (Spring 2012), pp. 303-318",2,na,12," Health Law, International Law, Government Ownership"
0,Transnational Rights Enforcement [article],"Gartner, David (Cited 40 times)","Berkeley Journal of International Law, Vol. 31, Issue 1 (2013), pp. 1-38",1,na,7," Education, Human Rights, Law Enforcement, Organizations, Human Rights Law"
0,Innovative Governance and Global Health [article],"Gartner, David (Cited 40 times)","American Society of International Law Proceedings, Vol. 105, pp. 100-103",na,na,3," Organizations, Politics, Health Law, Health"
0,Innovative Financing and Sustainable Development: Lessons from Global Health [article],"Gartner, David (Cited 40 times)","Washington International Law Journal, Vol. 24, Issue 3 (June 2015), pp. 495-516",na,na,17," Banking, Derivative Securities, Financial Law, International Finance, Securities, Stocks"
0,21st Century International Institutions [article],"Gartner, David (Cited 40 times)","American Society of International Law Proceedings, Vol. 107, pp. 264-267",na,na,4," Health, Health Law"
