Title,Author(s),ID,Journal,BBCite,Topics,Cited (articles),Cited (cases),Accessed
Bankruptcy or Bailouts [article],"Ayotte, Kenneth (Cited 242 times); Skeel, David A. Jr. (Cited 2213 times)",4263,"Journal of Corporation Law , Vol. 35, Issue 3 (Spring 2010), pp. 469-498",35 J. Corp. L. 469 (Spring 2010),"Banking, Bankruptcy Law, Bankruptcy Law",68,na,59
Creditor Control and Conflict in Chapter 11 [article],"Ayotte, Kenneth M. (Cited 242 times); Morrison, Edward R. (Cited 385 times)",4263,"Journal of Legal Analysis, Vol. 1, Issue 2 (Summer 2009), pp. 511-[ii]",1 J. Legal Analysis 511 (2009),"Bankruptcy Law, Corporations, Creditors, Bankruptcy Law",58,na,119
An Efficiency-Based Explanation for Current Corporate Reorganization Practice [reviews],"Ayotte, Kenneth (Cited 242 times); Skeel, David A. Jr. (Cited 2213 times)",4263,"University of Chicago Law Review, Vol. 73, Issue 1 (Winter 2006), pp. 425-468",73 U. Chi. L. Rev. 425 (2006),"Bankruptcy Law, Corporations, Practice and Procedure, Bankruptcy Law",40,na,17
Protecting Future Claimants in Mass Tort Bankruptcies [article],"Listokin, Yair (Cited 401 times); Ayotte, Kenneth (Cited 242 times)",4263,"Northwestern University Law Review, Vol. 98, Issue 4 (2004), pp. 1435-1504",98 Nw. U. L. Rev. 1435 (2003-2004),"Bankruptcy Law, Torts, Bankruptcy Law",26,na,13
Bankruptcy and Entrepreneurship: The Value of a Fresh Start [article],"Ayotte, Kenneth (Cited 242 times)",4263,"Journal of Law, Economics, and Organization , Vol. 23, Issue 1 (April 2007), pp. 161-185",Full Text Not Currently Available in HeinOnline,"Bankruptcy Law, Bankruptcy Law, Comparative Law, Israel",na,na,na
Bankruptcy Law as a Liquidity Provider [article],"Ayotte, Kenneth (Cited 242 times); Skeel, David A. Jr. (Cited 2213 times)",4263,"University of Chicago Law Review, Vol. 80, Issue 4 (Fall 2013), pp. 1557-1624",80 U. Chi. L. Rev. 1557 (2013),"Banking, Bankruptcy Law, Bankruptcy Law, Secured Transactions, Economics, International Law: History",13,na,23
Legal Entities as Transferable Bundles of Contracts [article],"Ayotte, Kenneth (Cited 242 times); Hansmann, Henry (Cited 3326 times)",4263,"Michigan Law Review, Vol. 111, Issue 5 (March 2013), pp. 715-758",111 Mich. L. Rev. 715 (2012-2013),"Contracts, Corporations, Health",10,1,39
Bankruptcy on the Side [article],"Ayotte, Kenneth (Cited 242 times); Casey, Anthony J. (Cited 300 times); Skeel, David A. Jr. (Cited 2213 times)",4263,"Northwestern University Law Review, Vol. 112, Issue 2 (2017), pp. 255-312",112 Nw. U. L. Rev. 255 (2017-2018),"Bankruptcy Law, Banking, Debtors and Creditors, Financial Law, International Finance, Investment, Securities Law",6,na,56
Optimal Trust Design in Mass Tort Bankruptcy [article],"Ayotte, Kenneth (Cited 242 times); Listokin, Yair (Cited 401 times)",4263,"American Law and Economics Review, Vol. 7, Issue 2 (Fall 2005), pp. 403-438",Full Text Not Currently Available in HeinOnline,"Bankruptcy Law, Compensation, Due Process",na,na,na
Valuation Disputes in Corporate Bankruptcy [article],"Ayotte, Kenneth (Cited 242 times); Morrison, Edward R. (Cited 385 times)",4263,"University of Pennsylvania Law Review, Vol. 166, Issue 7 (June 2018), pp. 1819-1852",166 U. Pa. L. Rev. 1819 (2017-2018),"Bankruptcy Law, Bankruptcy Law, Evidence",2,na,40
Leases and Executory Contracts in Chapter 11 [article],"Ayotte, Kenneth (Cited 242 times)",4263,"Journal of Empirical Legal Studies, Vol. 12, Issue 4 ( December 2015), pp. 637-663",12 J. Empirical Legal Stud. 637 (2015),"Bankruptcy Law, Contracts, Leasing, Bankruptcy Law, Oil, Gas, and Mineral Law",2,na,7
Matching Bankruptcy Laws to Legal Environments [article],"Ayotte, Kenneth (Cited 242 times); Yun, Hayong (Cited 1 times)",4263,"Journal of Law, Economics, and Organization , Vol. 25, Issue 1 (May 2009), pp. 2-30",Full Text Not Currently Available in HeinOnline,"Bankruptcy Law, Bankruptcy Law, Corporations, States",na,na,na
