,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Systemic Risk [article],"Schwarcz, Steven L. (Cited 2657 times)","Georgetown Law Journal, Vol. 97, Issue 1 (November 2008), pp. 193-250",325,1,278," Economics, Banking, Regulation"
0,The Alchemy of Asset Securitization [article],"Schwarcz, Steven L. (Cited 2657 times)","Stanford Journal of Law, Business & Finance, Vol. 1, Issue 1 (Fall 1994), pp. 133-154",160,5,133," Bankruptcy, Globalization, Securities, Comparative Law, Secured Transactions"
0,Regulating Complexity in Financial Markets [article],"Schwarcz, Steven L. (Cited 2657 times)","Washington University Law Review, Vol. 87, Issue 2 (2009), pp. 211-268",108,na,79," Banking, Securities, Agency, Costs"
0,Protecting Financial Markets: Lessons from the Subprime Mortgage Meltdown [article],"Schwarcz, Steven L. (Cited 2657 times)","Minnesota Law Review, Vol. 93, Issue 2 (December 2008), pp. 373-406",106,1,61," Securities, Agency, Credit"
0,Rethinking the Disclosure Paradigm in a World of Complexity [article],"Schwarcz, Steven L. (Cited 2657 times)","University of Illinois Law Review, Vol. 2004, Issue 1 (2004), pp. 1-38",93,na,30," Banking, Secured Transactions, Public Finance, Administration Law, Death"
0,Private Ordering of Public Markets: The Rating Agency Paradox [article],"Schwarcz, Steven L. (Cited 2657 times)","University of Illinois Law Review, Vol. 2002, Issue 1 (2002), pp. 1-28",91,1,39," Agency, Organizations, Banking, Economics"
0,Sovereign Debt Restructuring: A Bankruptcy Reorganization Approach [article],"Schwarcz, Steven L. (Cited 2657 times)","Cornell Law Review , Vol. 85, Issue 4 (1999-2000), pp. 956-1034",80,na,41," Debtors and Creditors, Comparative and Foreign Law, Contracts, International Law, Bankruptcy Law, Comparative Law"
0,Private Ordering [article],"Schwarcz, Steven L. (Cited 2657 times)","Northwestern University Law Review, Vol. 97, Issue 1 (2002-2003), pp. 319-350",73,2,37," Administration Law, Commercial Law, Courts, Economics, Communications Law, Public Law"
0,The Easy Case for the Priority of Secured Claims in Bankruptcy [article],"Schwarcz, Steven L. (Cited 2657 times)","Duke Law Journal, Vol. 47, Issue 3 (December 1997), pp. 425-490",71,3,17," Bankruptcy, Bankruptcy Law, Debt, Creditors"
0,Regulating Systemic Risk: Towards an Analytical Framework [article],"Anabtawi, Iman (Cited 511 times); Schwarcz, Steven L. (Cited 2657 times)","Notre Dame Law Review, Vol. 86, Issue 4 (August 2011), pp. 1349-1412",69,na,66," Banking, Regulation, Securities, Sovereignty"
0,Rethinking a Corporation's Obligations to Creditors [comments],"Schwarcz, Steven L. (Cited 2657 times)","Cardozo Law Review, Vol. 17, Issue 3 (January 1996), pp. 647-690",68,2,24," Corporations, Creditors, Obligations, Contracts, Fiduciaries"
0,Rethinking Freedom of Contract: A Bankruptcy Paradigm [article],"Schwarcz, Steven L. (Cited 2657 times)","Texas Law Review, Vol. 77, Issue 3 , pp. 515-604",62,3,22," Bankruptcy, Contracts"
0,Explaining the Value of Transactional Lawyering [article],"Schwarcz, Steven L. (Cited 2657 times)","Stanford Journal of Law, Business & Finance, Vol. 12, Issue 2 (Spring 2007), pp. 486-535",60,na,55," Legal Profession, Business Organizations, Law and Society"
0,The Inherent Irrationality of Judgment Proofing [article],"Schwarcz, Steven L. (Cited 2657 times)","Stanford Law Review, Vol. 52, Issue 1 (November 1999), pp. 1-54",58,na,10," Corporations, Economics, Bankruptcy, Liability, Death"
0,The Limits of Lawyering: Legal Opinions in Structured Finance [article],"Schwarcz, Steven L. (Cited 2657 times)","Texas Law Review, Vol. 84, Issue 1 (November 2005), pp. 1-58",55,na,21," Banking, Legal Profession, Housing Law, Accounting, Corporations"
0,Securitization Post-Enron [comments],"Schwarcz, Steven L. (Cited 2657 times)","Cardozo Law Review, Vol. 25, Issue 5 (April 2004), pp. 1539-1576",55,2,27," Banking, Secured Transactions, Securities, Globalization"
0,A Fundamental Inquiry into the Statutory Rulemaking Process of Private Legislatures [article],"Schwarcz, Steven L. (Cited 2657 times)","Georgia Law Review, Vol. 29, Issue 4 (Summer 1995), pp. 909-992",54,1,4," Legislation, Standing, Commercial Code, Uniform Commercial Code"
0,Disclosure's Failure in the Subprime Mortgage Crisis [article],"Schwarcz, Steven L. (Cited 2657 times)","Utah Law Review , Vol. 2008, Issue 3 (2008), pp. 1109-1122",53,na,47," Securities, Banking, Bonds, Economics"
0,Understanding the Subprime Financial Crisis [comments],"Schwarcz, Steven L. (Cited 2657 times)","South Carolina Law Review, Vol. 60, Issue 3 (Spring 2009), pp. 549-572",44,na,78," Banking, Bonds, Securities"
0,Commercial Trusts as Business Organizations: Unraveling the Mystery [article],"Schwarcz, Steven L. (Cited 2657 times)","Business Lawyer (ABA), Vol. 58, Issue 2 (February 2003), pp. 559-586",42,1,31," Business Organizations, Organizations, Trusts, Commerce, Corporations"
0,Regulating Ex Post: How Law Can Address the Inevitability of Financial Failure [article],"Anabtawi, Iman (Cited 511 times); Schwarcz, Steven L. (Cited 2657 times)","Texas Law Review, Vol. 92, Issue 1 (November 2013), pp. 75-132",39,na,40," Banking, Economics, Regulation"
0,The Parts are Greater than the Whole: How Securitization of Divisible Interests Can Revolutionize Structured Finance and Open the Capital Markets to Middle-Market Companies [article],"Schwarcz, Steven L. (Cited 2657 times)","Columbia Business Law Review, Vol. 1993, Issue 2 (1993), pp. 139-168",38,na,2," Bankruptcy Law, Commercial Law, Securities, Banking, Secured Transactions"
0,Regulating Shadow Banking: Inaugural Address for the Inaugural Symposium of the Review of Banking & Financial Law [comments],"Schwarcz, Steven L. (Cited 2657 times)","Review of Banking and Financial Law, Vol. 31, Issue 2 (Spring 2012), pp. 619-642",37,na,190," Torts, Banking, Economics"
0,The Future of Securitzation [article],"Schwarcz, Steven L. (Cited 2657 times)","Connecticut Law Review, Vol. 41, Issue 4 (May 2009), pp. 1313-1326",34,na,24," Banking, Bonds, Securities, Bankruptcy, Literacy"
0,Temporal Perspectives: Resolving the Conflict between Current and Future Investors [article],"Schwarcz, Steven L. (Cited 2657 times)","Minnesota Law Review, Vol. 89, Issue 4 (April 2005), pp. 1044-1091",34,na,6," Securities, Procedure, International Law, Private International Law"
0,Conflicts and Financial Collapse: The Problem of Secondary-Management Agency Costs [comments],"Schwarcz, Steven L. (Cited 2657 times)","Yale Journal on Regulation, Vol. 26, Issue 2 (Summer 2009), pp. 457-470",33,na,26," Agency, Costs, Banking, Securities"
0,Intermediary Risk in a Global Economy [article],"Schwarcz, Steven L. (Cited 2657 times)","Duke Law Journal , Vol. 50, Issue 6 (April 2001 ), pp. 1541-1608",30,na,9," Banking, International Trade, Securities"
0,Idiot's Guide to Sovereign Debt Restructuring [article],"Schwarcz, Steven L. (Cited 2657 times)","Emory Law Journal, Vol. 53, Special Edition (2004), pp. 1189-1218",30,na,41," Bankruptcy Law, Securities, Comparative and Foreign Law, Contracts, International Law, International Loans"
0,The Impact on Securitization of Revised UCC Article 6 [article],"Schwarcz, Steven L. (Cited 2657 times)","Chicago-Kent Law Review, Vol. 74, Issue 3 (1999), pp. 947-962",29,na,14," Bankruptcy, Commercial Law, Banking, Secured Transactions"
0,Structured Finance: The New Way to Securitize Assets [article],"Schwarcz, Steven L. (Cited 2657 times)","Cardozo Law Review, Vol. 11, Issue 3 (February 1990), pp. 607-638",29,2,21," Corporations, Securities, Credit, Bankruptcy"
0,A Minimalist Approach to State Bankruptcy [article],"Schwarcz, Steven L. (Cited 2657 times)","UCLA Law Review, Vol. 59, Issue 2 (December 2011), pp. 322-353",29,na,14," Bankruptcy, State and Local Government Law, States, Democracy"
0,Controlling Financial Chaos: The Power and Limits of Law [article],"Schwarcz, Steven L. (Cited 2657 times)","Wisconsin Law Review, Vol. 2012, Issue 3 (2012), pp. 815-840",28,na,13," Banking, Economics"
0,Collapsing Corporate Structures: Resolving the Tension between Form and Substance [article],"Schwarcz, Steven L. (Cited 2657 times)","Business Lawyer (ABA), Vol. 60, Issue 1 (November 2004), pp. 109-146",28,na,8," Banking, Secured Transactions, Public Finance, Bankruptcy Law, Sales"
0,To Make or to Buy: In-House Lawyering and Value Creation [article],"Schwarcz, Steven L. (Cited 2657 times)","Journal of Corporation Law, Vol. 33, Issue 2 (Winter 2008), pp. 497-576",28,na,33," Legal Profession, Economics, Attorneys, Carriers, Foreign Investment, Insurance"
0,Regulating Systemic Risk in Insurance [article],"Schwarcz, Daniel (Cited 376 times); Schwarcz, Steven L. (Cited 2657 times)","University of Chicago Law Review, Vol. 81, Issue 4 (2014), pp. 1569-1640",24,na,46," Insurance, Insurance Law, Trade Regulation, Regulation, Deregulation"
0,Fiduciaries with Conflicting Obligations [article],"Schwarcz, Steven L. (Cited 2657 times)","Minnesota Law Review, Vol. 94, Issue 6 (June 2010), pp. 1867-1913",21,na,10," Agency, Fiduciaries, Obligations, Conflict of Interest, Interest, General, Securities"
0,"SMU Dedman School of Law Roy R. Ray Lecture Markets, Systemic Risk, and the Subprime Mortgage Crisis [article]","Schwarcz, Steven L. (Cited 2657 times)","SMU Law Review, Vol. 61, Issue 2 (Spring 2008), pp. 209-220",21,na,9," Economics, Banking, Pollution, Regulation"
0,The Universal Language of Cross-Border Finance [comments],"Schwarcz, Steven L. (Cited 2657 times)","Duke Journal of Comparative & International Law, Vol. 8, Issue 2 (Spring 1998), pp. 235-254",19,na,18," International Trade, Securities, Globalization"
0,Ring-Fencing [article],"Schwarcz, Steven L. (Cited 2657 times)","Southern California Law Review, Vol. 87, Issue 1 (November 2013), pp. 69-110",18,na,215," Banking, History, Renewable Energy"
0,The Bankruptcy-Law Safe Harbor for Derivatives: A Path-Dependence Analysis [article],"Schwarcz, Steven L. (Cited 2657 times); Sharon, Ori (Cited 17 times)","Washington and Lee Law Review, Vol. 71, Issue 3 (Summer 2014), pp. 1715-1756",17,na,40," Bankruptcy, Bankruptcy Law, Safe Harbor, Remedies, Accounting, Corporations, Financial Law, Foreign Investment, Securities, Stocks"
0,The Impact of Fraudulent Conveyance Law on Future Advances Supported by Upstream Guaranties and Security Interests [article],"Schwarcz, Steven L. (Cited 2657 times)","Cardozo Law Review, Vol. 9, Issue 2 (December 1987), pp. 729-742",16,1,8," Security Interests, Bankruptcy, Debt"
0,Civil Foreiture: A Higher Form of Commerical Law [article],"Schwarcz, Steven L. (Cited 2657 times); Rothman, Alan E. (Cited 16 times)","Fordham Law Review, Vol. 62, Issue 2 (1993), pp. 287-320",16,1,1," Remedies, Criminal Law and Procedure, Jurisprudence"
0,"Protecting Rights, Preventing Windfalls: A Model for Harmonizing State and Federal Laws on Floating Liens [article]","Schwarcz, Steven L. (Cited 2657 times); Link, Janet Malloy (Cited 24 times)","North Carolina Law Review, Vol. 75, Issue 2 (January 1997), pp. 403-470",15,na,5," Bankruptcy Law, Commercial Law, Economics"
0,Judgment Proofing: A Rejoinder [article],"Schwarcz, Steven L. (Cited 2657 times)","Stanford Law Review, Vol. 52, Issue 1 (November 1999), pp. 77-86",14,na,5," Bankruptcy, Bankruptcy Law, Corporations, Economics, Death, Liability"
0,Towards a Centralized Perfection System for Cross-Border Receivables Financing [article],"Schwarcz, Steven L. (Cited 2657 times)","University of Pennsylvania Journal of International Economic Law, Vol. 20, Issue 3 (Spring 1999), pp. 455-476",14,na,10," Financial Law, International Trade, United Nations, International Finance, Civil Law, Liability"
0,The Conundrum of Covered Bonds [article],"Schwarcz, Steven L. (Cited 2657 times)","Business Lawyer, Vol. 66, Issue 3 (May 2011), pp. 561-586",13,na,26," Bonds, Legislation"
0,Sovereign Debt Restructuring Options: An Analytical Comparison [article],"Schwarcz, Steven L. (Cited 2657 times)","Harvard Business Law Review, Vol. 2, Issue 1 (Spring 2012), pp. 95-122",13,na,28," Bankruptcy Law, International Trade, Comparative and Foreign Law, Contracts, International Law, State and Local Government Law"
0,Misalignment: Corporate Risk-Taking and Public Duty [article],"Schwarcz, Steven L. (Cited 2657 times)","Notre Dame Law Review, Vol. 92, Issue 1 (November 2016), pp. 1-50",13,na,70," Banking, Business Organizations, Securities"
0,Commercial Trusts as Business Organizations: An Invitation to Comparatists [article],"Schwarcz, Steven L. (Cited 2657 times)","Duke Journal of Comparative & International Law, Vol. 13, Issue 3 (Summer 2003), pp. 321-336",12,na,19," Business Organizations, Corporations, Organizations, Trusts, Arbitration"
0,Regulating Financial Change: A Functional Approach [article],"Schwarcz, Steven L. (Cited 2657 times)","Minnesota Law Review, Vol. 100, Issue 4 (April 2016), pp. 1441-1494",11,na,51," Banking, Economics, Regulation"
0,Marginalizing Risk [article],"Schwarcz, Steven L. (Cited 2657 times)","Washington University Law Review, Vol. 89, Issue 3 (2012), pp. 487-518",11,na,12," Banking, Economics, Credit, Mortgages"
0,Regulating Shadows: Financial Regulation and Responsibility Failure [article],"Schwarcz, Steven L. (Cited 2657 times)","Washington and Lee Law Review, Vol. 70, Issue 3 (Summer 2013), pp. 1781-1828",11,na,24," Banking, Economics, Regulation, Real Estate"
0,The Governance Structure of Shadow Banking: Rethinking Assumptions about Limited Liability [article],"Schwarcz, Steven L. (Cited 2657 times)","Notre Dame Law Review, Vol. 90, Issue 1 (November 2014), pp. 1-30",11,na,39," Banking, Liability, Torts, Economics, Regulation, Financial Law"
0,What Is Securitization: And For What Purpose [article],"Schwarcz, Steven L. (Cited 2657 times)","Southern California Law Review, Vol. 85, Issue 5 (July 2012), pp. 1283-1300",10,na,74," Commercial Law, Bankruptcy, Securities, Financial Law, Foreign Investment"
0,Automatic Perfection of Sales of Payment Intangibles: A Trap for the Unwary [article],"Schwarcz, Steven L. (Cited 2657 times)","Ohio State Law Journal, Vol. 68, Issue 1 (2007), pp. 273-280",10,na,4," Sales, Commercial Law, Common Law, Secured Transactions, Money"
0,"Ex Ante versus Ex Post Approaches to Financial Regulation - Friday January 28, 2011 [comments]","Schwarcz, Steven L. (Cited 2657 times)","Chapman Law Review, Vol. 15, Issue 1 (Spring 2011), pp. 257-270",9,na,3," Regulation, Banking, Economics"
0,"2011 Diane Sanger Memorial Lecture Protecting Investors in Securitization Transactions: Does Dodd-Frank Help, or Hurt [comments]","Schwarcz, Steven L. (Cited 2657 times)","Louisiana Law Review, Vol. 72, Issue 3 (Spring 2012), pp. 591-604",8,na,16," Securities, Air Law and Aviation, International Finance"
0,The Custom-to-Failure Cycle [article],"Schwarcz, Steven L. (Cited 2657 times); Chang, Lucy (Cited 16 times)","Duke Law Journal, Vol. 62, Issue 3 (December 2012), pp. 767-796",8,na,12," Damages, Jurisprudence, Immigration Law, Mistake, Terrorism"
0,Derivatives and Collateral: Balancing Remedies and Systemic Risk [article],"Schwarcz, Steven L. (Cited 2657 times)","University of Illinois Law Review, Vol. 2015, Issue 2 (2015), pp. 699-720",8,na,19," Remedies, Bankruptcy, Bankruptcy Law, Safe Harbor"
