,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,"Polygamy, Prostitution, and the Federalization of Immigration Law [article]","Abrams, Kerry (Cited 495 times)","Columbia Law Review, Vol. 105, Issue 3 (April 2005), pp. 641-716",108,na,49," Immigration Law, Legal History, Polygamy, Women"
0,Immigration Law and the Regulation of Marriage [article],"Abrams, Kerry (Cited 495 times)","Minnesota Law Review, Vol. 91, Issue 6 (June 2007), pp. 1625-1709",107,6,71," Domestic Relations, Immigration Law, Marriage, Regulation, Blood, History, Homelessness"
0,Plenary Power Preemption [article],"Abrams, Kerry (Cited 495 times)","Virginia Law Review, Vol. 99, Issue 3 (May 2013), pp. 601-640",52,2,19," Aliens, Colleges and Universities, Immigration Law, Students, Tuition, Constitutional Law"
0,Marriage Fraud [article],"Abrams, Kerry (Cited 495 times)","California Law Review, Vol. 100, Issue 1 (February 2012), pp. 1-68",47,na,59," Domestic Relations, Fraud, Legal History, Marriage, Constitutional Law, Immigration Law, Congress"
0,Marriage as a Message: Same-Sex Couples and the Rhetoric of Accidental Procreation [article],"Abrams, Kerry (Cited 495 times); Brooks, Peter (Cited 143 times)","Yale Journal of Law & the Humanities, Vol. 21, Issue 1 (Winter 2009), pp. 1-36",36,na,11," Domestic Relations, Marriage, Sex, Race, Sexuality and the Law"
0,The Hidden Dimension of Nineteenth-Century Immigration Law [article],"Abrams, Kerry (Cited 495 times)","Vanderbilt Law Review, Vol. 62, Issue 5 (October 2009), pp. 1353-1418",26,na,68," Immigration Law, Polygamy, Legal History"
0,Immigration's Family Values [article],"Abrams, Kerry (Cited 495 times); Piacenti, R. Kent (Cited 30 times)","Virginia Law Review, Vol. 100, Issue 4 (June 2014), pp. 629-710",22,na,35," Domestic Relations, Immigration Law, Citizenship"
0,Citizen Spouse [article],"Abrams, Kerry (Cited 495 times)","California Law Review, Vol. 101, Issue 2 (April 2013), pp. 407-444",18,na,8," Citizenship, Marriage, Economic Development"
0,Immigration Status and the Best Interests of the Child Standard [article],"Abrams, Kerry (Cited 495 times)","Virginia Journal of Social Policy & the Law, Vol. 14, Issue 1 (Fall 2006), pp. 87-102",18,na,28," Best Interests of the Child, Child Custody, Domestic Relations, Family Law, Immigration Law, Children, Domestic Violence"
0,What Makes the Family Special [article],"Abrams, Kerry (Cited 495 times)","University of Chicago Law Review, Vol. 80, Issue 1 (Winter 2013), pp. 7-28",18,4,22," Citizenship, Domestic Relations, Emigration and Immigration, Fraudulent Conveyances, Immigration Law, States"
0,"Peaceful Penetration: Proxy Marriage, Same-Sex Marriage, and Recognition [article]","Abrams, Kerry (Cited 495 times)","Michigan State Law Review, Vol. 2011, Issue 1 (2011), pp. 141-172",14,na,7," Legal History, Marriage, Same-Sex Marriage, Sex, Legal Education, Religion"
0,Cumulative Constitutional Rights [article],"Abrams, Kerry (Cited 495 times); Garrett, Brandon L. (Cited 1133 times)","Boston University Law Review, Vol. 97, Issue 4 (July 2017), pp. 1309-1356",9,na,32," Constitutional Law, Constitutional Rights, Jurisprudence, Employment, Human Rights Law, Immigration Law, Juveniles"
