,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Who's Afraid of the APA - What the Patent System Can Learn from Administrative Law [article],"Benjamin, Stuart Minor (Cited 683 times); Rai, Arti K. (Cited 1329 times)","Georgetown Law Journal , Vol. 95, Issue 2 (January 2007), pp. 269-336",144,na,30," Administration Law, Administrative Law, Intellectual Property Law, Constitutional Law, Agency"
0,Equal Protection and the Special Relationship: The Case of Native Hawaiians [article],"Benjamin, Stuart Minor (Cited 683 times)","Yale Law Journal, Vol. 106, Issue 3 (December 1996), pp. 537-612",94,5,16," Constitutional Law, Equal Protection, Indian Law, Civil Rights, Discovery, Jurisdiction"
0,Fixing Innovation Policy: A Structural Perspective [article],"Benjamin, Stuart Minor (Cited 683 times); Rai, Arti K. (Cited 1329 times)","George Washington Law Review, Vol. 77, Issue 1 (November 2008), pp. 1-88",69,na,21," Administration Law, Agency, Intellectual Property Law, International Trade, Politics, Regulation"
0,Stepping into the Same River Twice: Rapidly Changing Facts and the Appellate Process [article],"Benjamin, Stuart Minor (Cited 683 times)","Texas Law Review, Vol. 78, Issue 2 , pp. 269-374",63,3,14," Practice and Procedure, Children, First Amendment, Internet, Regulation"
0,Algorithms and Speech [article],"Benjamin, Stuart Minor (Cited 683 times)","University of Pennsylvania Law Review, Vol. 161, Issue 6 (May 2013), pp. 1445-1494",46,6,68," Administration Law, First Amendment, Freedom of Speech, Civil Rights, Science and Technology, Discrimination, Price Discrimination"
0,Tennis with the Net down: Administrative Federalism without Congress [article],"Benjamin, Stuart Minor (Cited 683 times); Young, Ernest A. (Cited 2800 times)","Duke Law Journal , Vol. 57, Issue 7 (May 2008), pp. 2111-2156",44,na,11," Congress, Federalism, Politics, Agency, Environment, Constitutional Law, Jurisdiction"
0,The Logic of Scarcity: Idle Spectrum as a First Amendment Violation [article],"Benjamin, Stuart Minor (Cited 683 times)","Duke Law Journal, Vol. 52, Issue 1 (October 2002), pp. 1-112",38,na,7," Communications Law, First Amendment, Radio, Administration Law"
0,Spectrum Abundance and the Choice between Private and Public Control [article],"Benjamin, Stuart Minor (Cited 683 times)","New York University Law Review, Vol. 78, Issue 6 (December 2003), pp. 2007-2102",38,na,8," Administration Law, Communications Law, Broadband, Property, Rivers, Telecommunications, Water, Water Law"
0,Evaluating E-Rulemaking: Public Participation and Political Institutions [article],"Benjamin, Stuart Minor (Cited 683 times)","Duke Law Journal, Vol. 55, Issue 5 (March 2006), pp. 893-942",33,na,13," Administration Law, Internet, Administrative Law"
0,Proactive Legislation and the First Amendment [article],"Benjamin, Stuart Minor (Cited 683 times)","Michigan Law Review, Vol. 99, Issue 2 (November 2000), pp. 281-364",32,2,7," Constitutional Law, First Amendment, Legislation, Internet, Comparative and Foreign Law, Propaganda, Social Media"
0,"Transmitting, Editing, and Communicating: Determining What the Freedom of Speech Encompasses [article]","Benjamin, Stuart Minor (Cited 683 times)","Duke Law Journal, Vol. 60, Issue 8 (May 2011), pp. 1673-1714",22,3,18," Administration Law, First Amendment, Freedom of Speech, Communications Law, Law and Society"
0,Administrative Power in the Era of Patent Stare Decisis [article],"Benjamin, Stuart Minor (Cited 683 times); Rai, Arti K. (Cited 1329 times)","Duke Law Journal, Vol. 65, Issue 8 (May 2016), pp. 1563-1600",18,na,34," Constitutional Law, Intellectual Property Law, Practice and Procedure"
0,Evaluating the Federal Communications Commission's National Television Ownership Cap: What's Bad for Broadcasting Is Good for the Country [article],"Benjamin, Stuart Minor (Cited 683 times)","William and Mary Law Review, Vol. 46, Issue 2 (November 2004), pp. 439-512",14,na,5," Administration Law, Broadcasting, Communications Law, Ownership, Television, Interest"
0,The Applicability of Just Compensation to Substantive Due Process Claims [notes],"Benjamin, Stuart Minor (Cited 683 times)","Yale Law Journal, Vol. 100, Issue 8 (June 1991), pp. 2667-2686",13,na,5," Land Use Planning, Constitutional Law"
0,Bootstrapping [article],"Benjamin, Stuart Minor (Cited 683 times)","Law and Contemporary Problems , Vol. 75, Issue 3 (2012), pp. 115-144",5,na,1," Legislation, Criminal Law and Procedure"
0,Roasting the Pig to Burn down the House: A Modest Proposal [article],"Benjamin, Stuart Minor (Cited 683 times)","Journal on Telecommunications & High Technology Law, Vol. 7, Issue 1 (Winter 2009), pp. 95-106",3,na,1," Telecommunications, Property, Radio, Communications Law"
0,Mr. Presidential Candidate: Whom Would You Nominate [article],"Benjamin, Stuart Minor (Cited 683 times); Gulati, Mitu (Cited 1596 times)","Loyola of Los Angeles Law Review, Vol. 42, Issue 2 (Winter 2009), pp. 293-334",3,na,na," Procedure, Regulation, Judges"
0,Judicial Retirements and the Staying Power of U.S. Supreme Court Decisions [article],"Benjamin, Stuart Minor (Cited 683 times); Vanberg, Georg (Cited 10 times)","Journal of Empirical Legal Studies, Vol. 13, Issue 1 (2016), pp. 5-26",2,na,3," Legal Analysis and Writing, Supreme Court of the United States, Courts, Court Opinions"
0,Common Sense and Key Questions [article],"Benjamin, Stuart Minor (Cited 683 times)","Harvard Law Review Forum, Vol. 127, pp. 346-350",1,na,4," Administration Law, First Amendment, Freedom of Speech, Internet, Science and Technology, Telecommunications"
0,Standing the Test of Time: The Breadth of Majority Coalitions and the Fate of U.S. Supreme Court Precedents [article],"Benjamin, Stuart Minor (Cited 683 times); Desmarais, Bruce A. (Cited 1 times)","Journal of Legal Analysis, Vol. 4, Issue 2 (Winter 2012), pp. 445-470",1,na,4," Precedents, Standing, States, Judges, Voting"
