,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Harmonization without Consensus: Critical Reflections on Drafting a Substantive Patent Law Treaty [article],"Reichman, Jerome H. (Cited 347 times); Dreyfuss, Rochelle Cooper (Cited 2136 times)","Duke Law Journal , Vol. 57, Issue 1 (October 2007), pp. 85-130",65,na,32," Intellectual Property Law, International Law, Medical Jurisprudence, Comparative Law"
0,A Reverse Notice and Takedown Regime to Enable Pubic Interest Uses of Technically Protected Copyrighted Works [article],"Reichman, Jerome H. (Cited 347 times); Dinwoodie, Graeme B. (Cited 1013 times); Samuelson, Pamela (Cited 3827 times)","Berkeley Technology Law Journal, Vol. 22, Issue 3 (Summer 2007), pp. 981-1060",50,na,26," Computer Law, Legal Analysis and Writing, Intellectual Property Law"
0,The Globalization of Private Knowledge Goods and the Privatization of Global Public Goods [article],"Maskus, Keith E. (Cited 240 times); Reichman, Jerome H. (Cited 347 times)","Journal of International Economic Law , Vol. 7, Issue 2 (June 2004), pp. 279-320",43,na,na," Globalization, Industrial and Intellectual Property, Privatization, Patents, Copyrights and Trademarks, Technology"
0,Intellectual Property in the Twenty-First Century: Will the Developing Countries Lead or Follow [article],"Reichman, Jerome H. (Cited 347 times)","Houston Law Review, Vol. 46, Issue 4 (2009), pp. 1115-1186",42,na,29," Comparative Law, Developing Countries, Intellectual Property, Property, Intellectual Property Law, International Trade, Dispute Resolution, Industrial and Intellectual Property"
0,The DOHA Round's Public Health Legacy: Strategies for the Production and Diffusion of Patented Medicines under the Amended TRIPS Provisions [article],"Abbott, Frederick M. (Cited 682 times); Reichman, Jerome H. (Cited 347 times)","Journal of International Economic Law, Vol. 10, Issue 4 (December 2007), pp. 921-988",39,na,na," Food and Drug, Food and Drug Law, Health, Industrial and Intellectual Property, Intellectual Property Law, Public Health, International Trade"
0,Compulsory Licensing of Patented Pharmaceutical Inventions: Evaluating the Options [comments],"Reichman, Jerome H. (Cited 347 times)","Journal of Law, Medicine and Ethics, Vol. 37, Issue 2 (Summer 2009), pp. 247-263",27,na,39," Inventions, Licensing, Food and Drug Law, Intellectual Property Law, International Trade, Comparative Law, Health, States"
0,Rethinking the Role of Clinical Trial Data in International Intellectual Property Law: The Case for a Public Goods Approach [article],"Reichman, Jerome H. (Cited 347 times)","Marquette Intellectual Property Law Review , Vol. 13, Issue 1 (Winter 2009), pp. 1-68",24,na,16," International Law, Communications Law, Food and Drug Law, Health Law, Comparative Law"
0,Securing Compliance with the TRIPS Agreement after US v. India [article],"Reichman, Jerome H. (Cited 347 times)","Journal of International Economic Law, Vol. 1, Issue 4 (December 1998), pp. 585-602",22,na,16," Industrial and Intellectual Property, International Trade, Age, Conflict of Laws, Developing Countries, Biotechnology, Science and Technology"
0,Pathways across the Valley of Death: Novel Intellectual Property Strategies for Accelerated Drug Discovery [article],"Rai, Arti K. (Cited 1329 times); Reichman, Jerome H. (Cited 347 times); Uhlir, Paul F. (Cited 141 times); Crossman, Colin (Cited 18 times)","Yale Journal of Health Policy, Law, and Ethics, Vol. 8, Issue 1 (2008), pp. 1-36",18,na,28," Death, Discovery, Food and Drug Law, Intellectual Property, Intellectual Property Law, Property, Capacity, Drugs, Developing Countries, Education"
0,When Copyright Law and Science Collide: Empowering Digitally Integrated Research Methods on a Global Scale [article],"Reichman, Jerome H. (Cited 347 times); Okediji, Ruth L. (Cited 177 times)","Minnesota Law Review, Vol. 96, Issue 4 (April 2012), pp. 1362-1481",7,na,22," Copyright, Intellectual Property Law, Research, Fisheries, Research and Development, Constitutional Law, First Amendment, Science and Technology, Scientific Research"
0,Richard Lillich Memorial Lecture: Nurturing a Transnational System of Innovation [comments],"Reichman, Jerome H. (Cited 347 times)","Journal of Transnational Law & Policy, Vol. 16, Issue 2 (Spring 2007), pp. 143-166",6,na,1," International Trade, Food and Drug Law, Industrial and Intellectual Property, Intellectual Property, Intellectual Property Law, Property, Property Law, Globalization, Privatization"
0,Copyright and International TRIPs Compliance [comments],"Perlmutter, Shira (Cited 215 times); Reichman, Jerome H. (Cited 347 times); Gray, Whitmore (Cited 24 times)","Fordham Intellectual Property, Media & Entertainment Law Journal, Vol. 8, Issue 1 (Autumn 1997), pp. 83-98",2,na,12," Developing Countries, Industrial and Intellectual Property, Intellectual Property Law, International Law, Treaties, Food and Drug, Food and Drug Law, Patents, Copyrights and Trademarks"
0,Compliance of Canada's Utility Doctrine with International Minimum Standards of Patent Protection [notes],"Reichman, Jerome H. (Cited 347 times)","Proceedings of the Annual Meeting, published by the American Society of International Law, Vol. 108, pp. 313-317",1,na,6," Food and Drug Law, Intellectual Property Law, International Law, Dispute Resolution, International Trade"
0,Introduction to the Symposium [comments],"Maskus, Keith E. (Cited 240 times); Reichman, Jerome H. (Cited 347 times)","Journal of International Economic Law , Vol. 7, Issue 2 (June 2004), pp. 275-278",1,na,na," Intellectual Property Law, Globalization, Industrial and Intellectual Property, Privatization, Food and Drug, Patents, Copyrights and Trademarks"
