,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,"Collective Action Federalism: A General Theory of Article I, Section 8 [article]","Cooter, Robert D. (Cited 1440 times); Siegel, Neil S. (Cited 784 times)","Stanford Law Review, Vol. 63, Issue 1 (December 2010), pp. 115-186",133,na,34," Constitutional Law, Economics, Federalism, General, Insurance Law, Jurisdiction"
0,The Virtue of Judicial Statesmanship [article],"Siegel, Neil S. (Cited 784 times)","Texas Law Review, Vol. 86, Issue 5 (April 2008), pp. 959-1032",63,na,15," Judges, Jurisprudence, Judiciary"
0,"A Theory in Search of a Court, and Itself: Judicial Minimalism at the Supreme Court Bar [article]","Siegel, Neil S. (Cited 784 times)","Michigan Law Review, Vol. 103, Issue 8 (August 2005), pp. 1951-2019",60,na,8," Legal Analysis and Writing, Constitutional Law, Jurisprudence, Constitutions"
0,Umpires at Bat: On Integration and Legitimation [article],"Siegel, Neil S. (Cited 784 times)","Constitutional Commentary, Vol. 24, Issue 3 (Fall 2007), pp. 701-732",49,na,6," Judges, Jurisprudence, Miscellaneous"
0,"Theorizing the Law/Politics Distinction: Neutral Principles, Affirmative Action, and the Enduring Legacy of Paul Mishkin [article]","Post, Robert C. (Cited 5901 times); Siegel, Neil S. (Cited 784 times)","California Law Review, Vol. 95, Special Issue (Fall 2007), pp. 1473-1514",44,na,9," Affirmative Action, Politics, Courts, Jurisprudence, Federal Courts"
0,"Race-Conscious Student Assignment Plans: Balkanization, Integration, and Individualized Consideration [article]","Siegel, Neil S. (Cited 784 times)","Duke Law Journal, Vol. 56, Issue 3 (December 2006), pp. 781-860",40,na,10," Race, Parents, Schools"
0,Not the Power to Destroy: An Effects to Theory of the Tax Power [article],"Cooter, Robert D. (Cited 1440 times); Siegel, Neil S. (Cited 784 times)","Virginia Law Review, Vol. 98, Issue 6 (October 2012), pp. 1195-1254",40,na,4," Health Law, Jurisprudence, Taxation-Federal Income, Regulation, Economics, Insurance Law"
0,Struck by Stereotype: Ruth Bader Ginsburg on Pregnancy Discrimination as Sex Discrimination [article],"Siegel, Neil S. (Cited 784 times); Siegel, Reva B. (Cited 6203 times)","Duke Law Journal, Vol. 59, Issue 4 (January 2010), pp. 771-798",36,na,86," Discrimination, Pregnancy, Sex, Sex Discrimination, Sexuality and the Law, Women"
0,Constructed Constraint and the Constitutional Text [article],"Bradley, Curtis A. (Cited 4302 times); Siegel, Neil S. (Cited 784 times)","Duke Law Journal, Vol. 64, Issue 7 (April 2015), pp. 1213-1294",30,na,19," Constitutional Law, Jurisprudence, Comparative Law, Constitutional Conventions, States"
0,International Delegations and the Values of Federalism [article],"Siegel, Neil S. (Cited 784 times)","Law and Contemporary Problems, Vol. 71, Issue 1 (Winter 2008), pp. 93-114",28,na,5," Constitutional Law, International Law, Organizations, Politics"
0,Interring the Rhetoric of Judicial Activism [article],"Siegel, Neil S. (Cited 784 times)","DePaul Law Review, Vol. 59, Issue 2 (Winter 2010), pp. 555-600",25,na,6," Judges, Politics, Legal History"
0,"After Recess: Historical Practice, Textual Ambiguity, and Constitutional Adverse Possession [article]","Bradley, Curtis A. (Cited 4302 times); Siegel, Neil S. (Cited 784 times)","Supreme Court Review, Vol. 2014, pp. 1-70",21,na,99," Adverse Possession, Legal History, Possession, President/Executive Department, Separation, Separation of Powers, Constitutional Law"
0,Four Constitutional Limits That the Minimum Coverage Provision Respects [article],"Siegel, Neil S. (Cited 784 times)","Constitutional Commentary, Vol. 27, Issue 3 (Winter 2011), pp. 591-620",16,na,2," Health Law, Health, Federalism, Insurance Law, Jurisdiction"
0,"Historical Gloss, Constitutional Conventions, and the Judicial Separation of Powers [article]","Bradley, Curtis A. (Cited 4302 times); Siegel, Neil S. (Cited 784 times)","Georgetown Law Journal, Vol. 105, Issue 2 (January 2017), pp. 255-322",16,na,55," Constitutional Conventions, Judges, Jurisdiction, Separation, Separation of Powers, Adverse Possession, Legal History, Possession, President/Executive Department, Judicial Review"
0,Free Riding on Benevolence: Collective Action Federalism and the Minimum Coverage Provision [article],"Siegel, Neil S. (Cited 784 times)","Law and Contemporary Problems , Vol. 75, Issue 3 (2012), pp. 29-74",15,na,8," Federalism, Insurance Law, Jurisdiction, Liberty, Politics, Health Law"
0,Equal Citizenship Statute: Justice Ginsburg's Constitutional Vision [article],"Siegel, Neil S. (Cited 784 times)","New England Law Review, Vol. 43, Issue 4 (Summer 2009), pp. 799-856",14,na,11," Citizenship, Common Law, Federalism"
0,State Sovereign Immunity and Stare Decisis: Solving the Prisoners' Dilemma within the Court [comments],"Siegel, Neil S. (Cited 784 times)","California Law Review, Vol. 89, Issue 4 (July 2001), pp. 1165-1198",14,na,na," Immunity, Law Enforcement and Corrections, Prisoners, Sovereign Immunity, Constitutional Law, Practice and Procedure, Age, Courts"
0,Pregnancy and Sex Role Stereotyping: From Struck to Carhart [article],"Siegel, Neil S. (Cited 784 times); Siegel. Reva B. (Cited 13 times)","Ohio State Law Journal , Vol. 70, Issue 4 (2009), pp. 1095-1114",13,na,13," Pregnancy, Sex, Women, Discrimination, Sex Discrimination, Sexuality and the Law"
