,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Feminist Legal Methods [article],"Bartlett, Katharine T. (Cited 2069 times)","Harvard Law Review , Vol. 103, Issue 4 (February 1990), pp. 829-888",675,na,146," Jurisprudence, Women, Employment Discrimination, First Amendment, Harassment, Liability, Sexual Harassment"
0,Rethinking Parenthood As an Exclusive Status: The Need for Legal Alternatives when the Premise of the Nuclear Family Has Failed [article],"Bartlett, Katharine T. (Cited 2069 times)","Virginia Law Review, Vol. 70, Issue 5 (June 1984), pp. 879-964",397,12,13," Abandonment, Adoption, Parents, Family Law, Law Reform, Domestic Relations, Law and Society, Privacy"
0,"Only Girls Wear Barrettes: Dress and Appearance Standards, Community Norms, and Workplace Equality [article]","Bartlett, Katharine T. (Cited 2069 times)","Michigan Law Review, Vol. 92, Issue 8 (August 1994), pp. 2541-2582",126,na,149," Employment Practice, Health Law, Privacy, Sex, Discrimination, Health"
0,Making Good on Good Intentions: The Critical Role of Motivation in Reducing Implicit Workplace Discrimination [article],"Bartlett, Katharine T. (Cited 2069 times)","Virginia Law Review , Vol. 95, Issue 8 (December 2009), pp. 1893-1972",90,1,32," Discrimination, Employment Practice, Judges, International Law"
0,"Sex, Lies, and Dissipation: The Discourse of Fault in a No-Fault Era [comments]","Woodhouse, Barbara Bennett (Cited 1506 times); Bartlett, Katharine T. (Cited 2069 times)","Georgetown Law Journal, Vol. 82, Issue 7 (September 1994), pp. 2525-2570",87,1,13," Criminal Law and Procedure, Torts, Domestic Relations"
0,Pregnancy and the Constitution: The Uniqueness Trap [comments],"Bartlett, Katharine T. (Cited 2069 times)","California Law Review, Vol. 62, Issue 5 (December 1974), pp. 1532-1566",71,9,10," Pregnancy, Discrimination, General, Insurance, Sex, Sex Discrimination, Women, Equity, Gender, States"
0,"Joint Custody, Feminism and the Dependency Dilemma [article]","Bartlett, Katharine T. (Cited 2069 times); Stack, Carol B. (Cited 113 times)","Berkeley Women's Law Journal, Vol. 2, Issue 1 (Fall 1986), pp. 9-41",70,na,14, Joint Custody
0,Saving the Family from the Reformers [comments],"Bartlett, Katharine T. (Cited 2069 times)","U.C. Davis Law Review, Vol. 31, Issue 4 (Summer 1998), pp. 809-854",59,na,4," Divorce, Domestic Relations, Sexuality and the Law"
0,U.S. Custody Law and Trends in the Context of the All Principles of the Law of Family Dissolution [article],"Bartlett, Katharine T. (Cited 2069 times)","Virginia Journal of Social Policy & the Law, Vol. 10, Issue 1 (Fall 2002), pp. 5-53",56,na,14," Divorce, Child Custody, Gender, Sexual Orientation, Parents"
0,MacKinnon's Feminism: Power on Whose Terms [article],"Bartlett, Katharine T. (Cited 2069 times)","California Law Review, Vol. 75, Issue 4 (July 1987), pp. 1559-1570",55,na,46," Feminism, Commitment, Politics, Law and Society, Women"
0,Feminism and Family Law [article],"Bartlett, Katharine T. (Cited 2069 times)","Family Law Quarterly, Vol. 33, Issue 3 (Fall 1999), pp. 475-500",42,na,50," Family Law, Feminism, Bonds, Divorce, Slavery"
0,"Tradition, Change, and the Idea of Progress in Feminist Legal Thought [article]","Bartlett, Katharine T. (Cited 2069 times)","Wisconsin Law Review, Vol. 1995, Issue 2 (1995), pp. 303-344",39,na,12," Revolution, Due Process, Feminism"
0,The Role of Cost in Educational Decisionmaking for the Handicapped Child [article],"Bartlett, Katharine T. (Cited 2069 times)","Law and Contemporary Problems, Vol. 48, Issue 2 (Spring 1985), pp. 7-62",31,na,na," Handicapped, Children, Education, Special Education, Misconduct"
