,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Do We Really Know Anything About the Behavior of the Tort Litigation System-And Why Not [article],"Saks, Michael J. (Cited 2345 times)","University of Pennsylvania Law Review, Vol. 140, Issue 4 (April 1992), pp. 1147-1292",418,7,12," Law and Society, Administration Law, Jurisdiction, Torts, Practice and Procedure"
0,The Daubert/Kumho Implications of Observer Effects in Forensic Science: Hidden Problems of Expectation and Suggestion [article],"Risinger, D. Michael (Cited 1625 times); Saks, Michael J. (Cited 2345 times); Thompson, William C. (Cited 511 times); Rosenthal, Robert (Cited 207 times)","California Law Review, Vol. 90, Issue 1 (January 2002), pp. 1-56",167,6,144," Evidence, Science and Technology"
0,Justice Improved: The Unrecognized Benefits of Aggregation and Sampling in the Trial of Mass Torts [article],"Saks, Michael J. (Cited 2345 times); Blanck, Peter David (Cited 751 times)","Stanford Law Review, Vol. 44, Issue 4 (April 1992), pp. 815-852",147,17,5," Law and Society, Trade Regulation, Professional Ethics, Torts"
0,Exorcism of Ignorance as a Proxy for Rational Knowledge: The Lessons of Handwriting Identification Expertise [article],"Risinger, D. Michael (Cited 1625 times); Denbeaux, Mark P. (Cited 275 times); Saks, Michael J. (Cited 2345 times)","University of Pennsylvania Law Review, Vol. 137, Issue 3 (January 1989), pp. 731-792",119,10,18," Evidence, Science and Technology"
0,Human Information Processing and Adjudication: Trial by Heuristics [article],"Saks, Michael J. (Cited 2345 times); Kidd, Robert F. (Cited 115 times)","Law & Society Review, Vol. 15, Issue 1 (1980-81), pp. 123-160",112,na,15," Jurisprudence, Law and Society, Legislation, Evidence"
0,"Check Your Crystal Ball at the Courthouse Door, Please: Exploring the Past, Understanding the Present, and Worrying about the Future of Scientific Evidence [article]","Faigman, David L. (Cited 1410 times); Porter, Elise (Cited 107 times); Saks, Michael J. (Cited 2345 times)","Cardozo Law Review, Vol. 15 , Issue 6 (April 1994), pp. 1799-1836",99,5,22, Evidence
0,Merlin and Solomon: Lessons from the Law's Formative Encounters with Forensic Identification Science [article],"Saks, Michael J. (Cited 2345 times)","Hastings Law Journal, Vol. 49, Issue 4 (April 1998), pp. 1069-1142",95,4,16," Science and Technology, Evidence, Jurisprudence"
0,"Decisionmaking about General Damages: A Comparison of Jurors, Judges, and Lawyers [article]","Wissler, Roselle L. (Cited 364 times); Hart, Allen J. (Cited 88 times); Saks, Michael J. (Cited 2345 times)","Michigan Law Review, Vol. 98, Issue 3 (December 1999), pp. 751-826",67,na,10," Law and Society, Organizations, Partnerships, Constitutional Law, Remedies"
0,Juror Judgments about Liability and Damages: Sources of Viriability and Ways to Increase Consistency [article],"Diamond, Shari Seidman (Cited 1196 times); Saks, Michael J. (Cited 2345 times); Landsman, Stephan (Cited 756 times)","DePaul Law Review, Vol. 48, Issue 2 (Winter 1999), pp. 301-326",65,na,14," Practice and Procedure, Products Liability Law, Remedies, Psychiatry and Psychology"
0,What Do Jury Experiments Tell Us about How Juries (Should) Make Decisions [article],"Saks, Michael J. (Cited 2345 times)","Southern California Interdisciplinary Law Journal, Vol. 6, Issue 1 (Fall 1997), pp. 1-54",65,na,92," Bifurcation, Punitive Damages, Trials, International Trade, Intellectual Property Law, Practice and Procedure"
