,Title,Author(s),Journal,Cited (articles),Cited (cases),Accessed,Topics
0,Escaping Environmental Paternalism: One Tribe's Approach to Developing a Commercial Waste Disposal Project in Indian Country [article],"Gover, Kevin (Cited 164 times); Walker, Jana L. (Cited 88 times)","University of Colorado Law Review, Vol. 63, Issue 4 (1992), pp. 933-943",38,na,43," Indian Law, Environment"
0,An Indian Trust for the Twenty-First Century [article],"Gover, Kevin (Cited 164 times)","Natural Resources Journal, Vol. 46, Issue 2 (Spring 2006), pp. 317-374",30,na,12," Indian Law, Natural Resources Law, Administration Law, Trusts, Jurisdiction"
0,Avoiding Santa Clara Pueblo v. Martinez: The Litigation in Federal Court of Civil Actions under the Indian Civil Rights Act [article],"Gover, Kevin (Cited 164 times); Laurence, Robert (Cited 734 times)","Hamline Law Review, Vol. 8, Issue 3 (October 1985), pp. 497-542",25,1,6," Civil Rights, Indian Law, Jurisdiction"
0,Commercial Solid and Hazardous Waste Disposal Projects on Indian Lands [article],"Walker, Jana L. (Cited 88 times); Gover, Kevin (Cited 164 times)","Yale Journal on Regulation, Vol. 10, Issue 1 (Winter 1993), pp. 229-262",23,na,3," Environment, Indian Law"
0,Cooperation between Tribes in Protecting the Environment [article],"Gover, Kevin (Cited 164 times); Cooney, James B. (Cited 16 times)","Natural Resources & Environment, Vol. 10, Issue 3 (Winter 1996), pp. 35-38",16,na,1," Indian Law, Jurisdiction"
0,Conflicts of Law and the Indian Reservation: Solutions to Problems in Indian Civil Jurisdiction [notes],"Gover, Kevin (Cited 164 times)","American Indian Law Review, Vol. 8, Issue 2 (1980), pp. 361-386",12,na,na," Domestic Relations, Indian Law, Jurisdiction, Native Americans"
0,Oklahoma Tribes: A History [article],"Gover, Kevin (Cited 164 times)","American Indian Journal, Vol. 3, Issue 6 (June 1977), pp. 2-19",7,na,4," Judges, Jurisprudence, Water"
0,There Is Hope: A Few Thoughts on Indian Law [article],"Gover, Kevin (Cited 164 times)","American Indian Law Review, Vol. 24, Issue 1 (1999), pp. 219-228",5,na,3," Courts, Indian Law, Jurisdiction, Women"
0,Remarks at the Ceremony Acknowledging the 175th Anniversary of the Establishment of the Bureau of Indian Affairs [comments],"Gover, Kevin (Cited 164 times)","American Indian Law Review, Vol. 25, Issue 1 , pp. 161-164",4,na,5," Health Law, Administration Law, Indian Law, Legal History"
0,The States as Trespassers in a Federal-Tribal Relationship: A Historical Critique of Tribal-State Compacting under IGRA [article],"Gover, Kevin (Cited 164 times); Gede, Tom (Cited 3 times)","Arizona State Law Journal, Vol. 42, Issue 1 (Spring 2010), pp. 185-218",3,na,12," State and Local Government Law, Gaming, Indian Law, Jurisdiction"
0,CERCLA Liability and Regulation of Solid and Hazardous Waste on Indian Lands [article],"Stetson, Catherine Baker (Cited 34 times); Gover, Kevin (Cited 164 times)","Natural Resources & Environment, Vol. 7, Issue 4 (Spring 1993), pp. 24-26",1,na,1," Environment, Indian Law, Jurisdiction"
0,CERCLA Liability and Regulation of Solid and Hazardous Waste on Indian Lands (continued) [article],"Stetson, Catherine Baker (Cited 34 times); Gover, Kevin (Cited 164 times)","Natural Resources & Environment, Vol. 7, Issue 4 (Spring 1993), pp. 56-58",na,na,na," Environment, Indian Law"
0,Cooperation between Tribes in Protecting the Environment (continued) [article],"Gover, Kevin (Cited 164 times); Cooney, James B. (Cited 16 times)","Natural Resources & Environment, Vol. 10, Issue 3 (Winter 1996), pp. 77-78",na,na,na, Indian Law
0,Indians in United States Civil Rights History [article],"West, W. Richard Jr. (Cited 52 times); Gover, Kevin (Cited 164 times)","Update on Law-Related Education, Vol. 12, Issue 3 (Fall 1988), pp. 27-34",na,na,4," Indian Law, Jurisdiction"
