Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
"Women, Fairness, and Social Security [article]","Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Iowa Law Review, Vol. 82, Issue 4 (May 1997), pp. 1209-1256",82 Iowa L. Rev. 1209 (May 1997),33,na,8,na
Probate Law Reform and Nonprobable Transfers [article],"McCouch, Grayson M. P. (Cited 222 times)",6326,"University of Miami Law Review, Vol. 62, Issue 3 (April 2008), pp. 757-766",62 U. Miami L. Rev. 757 (2007-2008),18,na,7,na
Death without Taxes [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 20, Issue 3 (Spring 2001), pp. 499-556",20 Va. Tax Rev. 499 (2000-2001),18,na,6,na
Estate Tax Repeal: Through the Looking Glass [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 22, Issue 2 (Fall 2002), pp. 187-230",22 Va. Tax Rev. 187 (2002-2003),18,na,9,na
Who Killed the Rule against Perpetuities [article],"McCouch, Grayson M. P. (Cited 222 times)",6326,"Pepperdine Law Review, Vol. 40, Special Issue (2013), pp. 1291-1306",na,16,na,6,na
Social Security Reform: Lessons from Private Pensions [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Cornell Law Review, Vol. 92, Number 2 (January 2007), pp. 297-322",92 Cornell L. Rev. 297 (2006-2007),15,1,6,na
"Family Limited Partnerships: Discounts, Options, and Disappearing Value [comments]","Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Florida Tax Review, Vol. 6, Issue 6 (2004), pp. 649-675",na,12,na,4,na
Turning Slogans into Tax Policy [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 27, Issue 4 (Spring 2008), pp. 747-782",27 Va. Tax Rev. 747 (2007-2008),12,na,4,na
"Lipstick, Light Beer, and Back-Loaded Savings Accounts [article]","Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 25, Issue 4 (Spring 2006), pp. 1101-1150",25 Va. Tax Rev. 1101 (2005-2006),11,na,3,na
The Empty Promise of Estate Tax Repeal [article],"McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 28, Issue 2 (Fall 2008), pp. 369-390",28 Va. Tax Rev. 369 (2008-2009),10,1,3,na
"Social Security Reform: Risks, Returns, and Race [article]","Brown, Dorothy A. (Cited 469 times); Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Cornell Journal of Law and Public Policy, Vol. 9, Issue 3 (Spring 2000), pp. 633-658",9 Cornell J. L. & Pub. Pol'y 633 (Spring 2000),9,na,3,na
A Consumption Tax on Gifts and Bequests [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"Virginia Tax Review, Vol. 17, Issue 4 (Spring 1998), pp. 657-706",17 Va. Tax Rev. 657 (1997-1998),9,na,3,na
Impact of Social Security Reform on Women's Economic Safety [article],"Burke, Karen C. (Cited 296 times); McCouch, Grayson M. P. (Cited 222 times)",6326,"New York Law School Journal of Human Rights, Vol. 16, Issue 1 (1999), pp. 375-406",16 N.Y.L. Sch. J. Hum. Rts. 375 (1999-2000),8,na,2,na
