Title,Author(s),id,Journal,BBCite,Cited (articles),Cited (cases),Accessed,Topics
Political Cycles of Rulemaking: An Empirical Portrait of the Modern Administrative State [article],"O'Connell, Anne Joseph (Cited 650 times)",9359,"Virginia Law Review, Vol. 94, Issue 4 (June 2008), pp. 889-986",94 Va. L. Rev. 889 (June 2008),118,na,29,na
The Architecture of Smart Intelligence: Structuring and Overseeing Agencies in the Post-9/11 World [article],"O'Connell, Anne Joseph (Cited 650 times)",9359,"California Law Review, Vol. 94, Issue 6 (December 2006), pp. 1655-1744",94 Calif. L. Rev. 1655 (2006),111,na,52,na
"Lost World of Administrative Law, THe [article]","Farber, Daniel A. (Cited 7847 times); O'Connell, Anne Joseph (Cited 650 times)",9359,"Texas Law Review, Vol. 92, Issue 5 (April 2014), pp. 1137-1190",92 Tex. L. Rev. 1137 (April 2014),85,na,9,na
Deadlines in Administrative Law [article],"Gersen, Jacob E. (Cited 701 times); O'Connell, Anne Joseph (Cited 650 times)",9359,"University of Pennsylvania Law Review, Vol. 156, Issue 4 (April 2008), pp. 923-990",156 U. Pa. L. Rev. 923 (2007-2008),71,1,27,na
Vacant Offices: Delays in Staffing Top Agency Positions [article],"O'Connell, Anne Joseph (Cited 650 times)",9359,"Southern California Law Review, Vol. 82, Issue 5 (July 2009), pp. 913-1000",82 S. Cal. L. Rev. 913 (2008-2009),69,2,47,na
"Unorthodox Lawmaking, Unorthodox Rulemaking [comments]","Gluck, Abbe R. (Cited 1182 times); O'Connell, Anne Joseph (Cited 650 times); Po, Rosa (Cited 58 times)",9359,"Columbia Law Review, Vol. 115, Issue 7 (November 2015), pp. 1789-1866",na,58,na,na,na
Bureaucracy at the Boundary [article],"O'Connell, Anne Joseph (Cited 650 times)",9359,"University of Pennsylvania Law Review, Vol. 162, Issue 4 (March 2014), pp. 841-928",162 U. Pa. L. Rev. 841 (2013-2014),42,5,35,na
Hiding in Plain Sight - Timing and Transparency in the Administrative State [article],"Gersen, Jacob E. (Cited 701 times); O'Connell, Anne Joseph (Cited 650 times)",9359,"University of Chicago Law Review, Vol. 76, Issue 3 (Summer 2009), pp. 1157-1214",76 U. Chi. L. Rev. 1157 (2009),30,1,14,na
Agency Rulemaking and Political Transitions [article],"O'Connell, Anne Joseph (Cited 650 times)",9359,"Northwestern University Law Review, Vol. 105, Issue 2 (2011), pp. 471-534",na,28,2,35,na
Shortening Agency and Judicial Vacancies through Filibuster Reform - An Examination of Confirmation Rates and Delays from 1981 to 2014 [article],"O'Connell, Anne Joseph (Cited 650 times);",9359,"Duke Law Journal, Vol. 64, Issue 8 (May 2015), pp. 1645-1716",64 Duke L.J. 1645 (2014-2015),16,4,20,na
Agencies as Adversaries [article],"Farber, Daniel A. (Cited 7847 times); O'Connell, Anne Joseph (Cited 650 times)",9359,"California Law Review, Vol. 105, Issue 5 (October 2017), pp. 1375-1470",105 Calif. L. Rev. 1375 (October 2017),7,2,76,na
Eleanor Swift as Consummate Colleague [notes],"O'Connell, Anne Joseph (Cited 650 times)",9359,"California Law Review, Vol. 105, Issue 2 (April 2017), pp. 579-582",na,na,na,4,na
Regulating Constitutional Law [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2010, pp. [218]-[219]",na,na,na,na,na
State Interpreters [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2012, pp. [172]-[173]",na,na,na,na,na
Privileged Delegations [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2015, pp. [322]-[323]",na,na,na,na,na
Disclosure about Disclosure [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2016, pp. [137]-[138]",na,na,na,na,na
The President's Power of the Purse [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2017, pp. 1-2",na,na,na,6,na
Public Agencies Going Private [reviews],"O'Connell, Anne (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2013, pp. [380]-[381]",na,na,na,na,na
Foreword [comments],"O'Connell, Anne Joseph (Cited 650 times); Talley, Eric (Cited 795 times)",9359,"Journal of Empirical Legal Studies, Vol. 12, Issue 4 ( December 2015), pp. 601-601",na,na,na,1,na
Building Their Readiness for Economic Freedom: The New Poor Law and Emancipation [article],"O'Connell, Anne (Cited 650 times)",9359,"Journal of Sociology and Social Welfare, Vol. 36, Issue 2 (June 2009), pp. 85-104",36 J. Soc. & Soc. Welfare 85 (2009),na,na,10,na
A Two-Way Lens on Agency Independence [reviews],"O'Connell, Anne Joseph (Cited 650 times)",9359,"Jotwell: The Journal of Things We Like (Lots), Vol. 2019, pp. 1-2",na,na,na,na,na
